#Creator: wheelEventBuffer
#Creation time: Wed Apr  5 15:17:47 2017
#Time	Angular velocity
#[s]	[rad/s]
40.453420	6.128741
40.504718	6.117046
40.556096	6.113713
40.607496	6.108958
40.658908	6.109908
40.710346	6.108008
40.761762	6.111097
40.813150	6.113951
40.864526	6.117999
40.915856	6.120860
40.967180	6.123246
41.018470	6.126112
41.069764	6.124440
41.121078	6.120860
41.172454	6.110859
41.223912	6.099706
41.275498	6.081993
41.327220	6.065319
41.379086	6.048503
41.431092	6.033171
41.483218	6.020222
41.535440	6.008708
41.587750	6.004573
41.640086	5.999757
41.692434	5.999986
41.744812	5.998611
41.797162	6.002508
41.849476	6.006180
41.901776	6.010087
41.954028	6.012848
42.006274	6.014690
42.058490	6.017916
42.110706	6.015841
42.162948	6.012618
42.215248	6.002508
42.267634	5.991518
42.320158	5.973291
42.372828	5.955626
42.425652	5.938065
42.478632	5.921723
42.531740	5.908137
42.584958	5.896383
42.638264	5.892180
42.691600	5.886660
42.744954	5.887101
42.798340	5.885337
42.851696	5.888867
42.905022	5.892622
42.958326	5.896604
43.011580	5.899705
43.064828	5.902365
43.118038	5.905027
43.171256	5.902808
43.224498	5.899040
43.277812	5.888205
43.331218	5.876749
43.384766	5.858557
43.438468	5.841346
43.492326	5.824236
43.546342	5.807869
43.600492	5.795013
43.654750	5.782427
43.709108	5.778173
43.763490	5.773925
43.817884	5.774774
43.872304	5.773925
43.926688	5.777960
43.981034	5.782001
44.035362	5.785622
44.089638	5.788607
44.143910	5.790527
44.198146	5.793731
44.252384	5.791595
44.306650	5.787754
44.360990	5.777110
44.415428	5.764813
44.470024	5.745835
44.524786	5.726981
44.579722	5.709703
44.634826	5.692941
44.690068	5.679767
44.745428	5.667676
44.800884	5.664201
44.856362	5.659711
44.911856	5.659915
44.967382	5.658692
45.022874	5.662772
45.078324	5.666653
45.133754	5.671154
45.189124	5.674227
45.244488	5.676483
45.299818	5.678946
45.355154	5.676688
45.410522	5.672383
45.465968	5.661343
45.521522	5.649127
45.577234	5.630296
45.633122	5.611991
45.689186	5.594402
45.745432	5.576726
45.801830	5.563295
45.858352	5.550517
45.914976	5.546989
45.971628	5.542683
46.028292	5.543270
46.084984	5.542487
46.141640	5.546206
46.198258	5.549929
46.254852	5.554246
46.311388	5.557587
46.367914	5.559357
46.424406	5.562704
46.480900	5.560341
46.537426	5.555621
46.594046	5.544444
46.650772	5.531168
46.707682	5.511566
46.764778	5.492679
46.822062	5.474684
46.879540	5.457375
46.937170	5.443947
46.994932	5.431710
47.052798	5.427581
47.110700	5.422710
47.168614	5.423833
47.226552	5.423084
47.284454	5.427394
47.342306	5.431710
47.400130	5.436598
47.457890	5.439611
47.515642	5.442060
47.573352	5.444513
47.631074	5.441872
47.688836	5.437163
47.746686	5.425707
47.804658	5.412620
47.862818	5.392552
47.921182	5.372815
47.979758	5.353406
48.038554	5.333230
48.097548	5.316443
48.156708	5.301550
48.216008	5.295474
48.275358	5.289589
48.334732	5.289945
48.394138	5.289233
48.453506	5.293154
48.512824	5.297795
48.572108	5.302445
48.631326	5.305848
48.690534	5.308538
48.749694	5.311051
48.808872	5.308000
48.868092	5.303161
48.927414	5.290123
48.986878	5.276263
49.046542	5.256488
49.106420	5.236686
49.166512	5.218072
49.226822	5.200107
49.287320	5.185687
49.347958	5.173049
49.408722	5.168453
49.469528	5.163696
49.530344	5.164885
49.591184	5.164885
49.651978	5.169304
49.712716	5.173901
49.773422	5.178506
49.834056	5.181923
49.894682	5.184146
49.955262	5.186714
