#Creator: wheelEventBuffer
#Creation time: Wed Apr  5 15:17:47 2017
#Time	Angular velocity
#[s]	[rad/s]
146.361240	1.470177
146.593476	1.281885
146.884388	0.985567
147.490880	0.444713
148.018286	0.409234
148.668790	0.861598
149.001630	1.123201
149.267270	1.283100
149.506138	1.369494
149.735268	1.389372
149.967080	1.340888
150.217144	1.208379
150.518340	0.963785
151.206774	0.406874
151.695818	0.389412
152.410560	0.883960
152.738554	1.111745
153.010830	1.232084
153.265456	1.257835
153.523890	1.197646
153.810000	1.044128
154.196422	0.736074
154.920332	0.295370
155.648642	0.658176
156.083022	0.925544
156.409428	1.037500
156.712240	1.058039
157.022974	0.991971
157.391890	0.794479
157.936916	0.441633
158.664598	0.409440
159.249368	0.718897
159.655656	0.907073
159.998174	0.959283
160.345490	0.887511
160.798378	0.635415
