#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 17:42:31 2017
#Id	Edge	Time
#[]	[b]	[s]
111	1	58.499664
112	0	59.378156
113	1	59.537124
114	0	60.451984
115	1	60.611328
116	0	61.488496
117	1	61.648424
118	0	62.562564
119	1	62.722824
120	0	63.599200
121	1	63.760036
122	0	64.672628
123	1	64.833740
124	0	65.709532
125	1	65.871080
126	0	66.782824
127	1	66.944772
128	0	67.819520
129	1	67.981972
130	0	68.893616
131	1	69.056396
132	0	69.929724
133	1	70.092920
134	0	71.004472
135	1	71.168092
136	0	72.039400
137	1	72.203344
138	0	73.115532
139	1	73.280168
140	0	74.149180
141	1	74.314064
142	0	75.225804
143	1	75.391096
144	0	76.259224
145	1	76.425008
146	0	77.335860
147	1	77.501896
148	0	78.369336
149	1	78.535936
150	0	79.446016
151	1	79.612904
152	0	80.479648
153	1	80.646968
154	0	81.556664
155	1	81.724364
156	0	82.589576
157	1	82.757624
158	0	83.667020
159	1	83.835576
160	0	84.699752
161	1	84.868608
162	0	85.777756
163	1	85.946856
164	0	86.810396
165	1	86.980000
166	0	87.887836
167	1	88.057680
168	0	88.920700
169	1	89.090956
170	0	89.998396
171	1	90.168972
172	0	91.030964
173	1	91.201956
174	0	92.108720
175	1	92.279980
176	0	93.141256
177	1	93.312924
178	0	94.219388
179	1	94.391332
180	0	95.251348
181	1	95.423820
182	0	96.329644
183	1	96.502404
184	0	97.361624
185	1	97.534912
186	0	98.439760
187	1	98.613352
188	0	99.471776
189	1	99.645864
190	0	100.550108
191	1	100.724540
192	0	101.582060
193	1	101.756904
194	0	102.659908
195	1	102.835080
196	0	103.692492
197	1	103.868320
198	0	104.769680
199	1	104.945776
200	0	105.802644
201	1	105.979548
202	0	106.879488
203	1	107.056648
204	0	107.912528
205	1	108.090256
206	0	108.989652
207	1	109.167780
208	0	110.022756
209	1	110.201392
210	0	111.099760
211	1	111.278608
212	0	112.133228
213	1	112.312500
214	0	113.210148
215	1	113.389812
216	0	114.242784
217	1	114.422616
218	0	115.321268
219	1	115.501580
220	0	116.352276
221	1	116.532856
222	0	117.431692
223	1	117.612684
224	0	118.462572
225	1	118.643924
226	0	119.542268
227	1	119.724060
228	0	120.572548
229	1	120.754868
230	0	121.652364
231	1	121.835044
232	0	122.682292
233	1	122.865472
234	0	123.762436
235	1	123.945816
236	0	124.791712
237	1	124.975680
238	0	125.873720
239	1	126.058084
240	0	126.901580
241	1	127.086692
242	0	127.983320
243	1	128.168316
244	0	129.012888
245	1	129.198364
246	0	130.092844
247	1	130.278844
248	0	131.122568
249	1	131.309108
250	0	132.203548
251	1	132.390428
252	0	133.231812
253	1	133.419028
254	0	134.314396
255	1	134.502032
256	0	135.341820
257	1	135.530056
258	0	136.424628
259	1	136.613048
260	0	137.451744
261	1	137.640568
262	0	138.534848
263	1	138.724036
264	0	139.561808
265	1	139.751368
266	0	140.645420
267	1	140.835424
268	0	141.671588
269	1	141.862020
270	0	142.755356
271	1	142.946120
272	0	143.781784
273	1	143.973072
274	0	144.865272
275	1	145.056704
276	0	145.891808
277	1	146.083780
278	0	146.975812
279	1	147.167980
280	0	148.001788
281	1	148.194472
282	0	149.085652
283	1	149.278628
284	0	150.111840
285	1	150.305460
286	0	151.195400
287	1	151.389560
288	0	152.221744
289	1	152.416616
290	0	153.304504
291	1	153.499680
292	0	154.331420
293	1	154.527532
294	0	155.414324
295	1	155.610940
296	0	156.440196
297	1	156.637128
298	0	157.523528
299	1	157.720420
300	0	158.552156
301	1	158.749572
302	0	159.634332
303	1	159.832160
304	0	160.661196
305	1	160.859656
306	0	161.743924
307	1	161.942640
308	0	162.770972
309	1	162.970308
310	0	163.853840
311	1	164.053504
312	0	164.880796
313	1	165.081024
314	0	165.963700
315	1	166.164240
316	0	166.991308
317	1	167.192248
318	0	168.072900
319	1	168.274136
320	0	169.101420
321	1	169.303280
322	0	170.183160
323	1	170.385236
324	0	171.210548
325	1	171.413168
326	0	172.293316
327	1	172.496376
328	0	173.320344
329	1	173.524020
330	0	174.403084
331	1	174.606956
332	0	175.430348
333	1	175.634792
334	0	176.512836
335	1	176.717784
336	0	177.539692
337	1	177.745052
338	0	178.622980
339	1	178.828628
340	0	179.649460
341	1	179.855816
342	0	180.732820
343	1	180.939276
344	0	181.759620
345	1	181.966660
