#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 18:45:30 2017
#Id	Edge	Time
#[]	[b]	[s]
296	0	158.537184
297	1	158.556152
298	0	159.598232
299	1	159.617252
300	0	160.663496
301	1	160.682560
302	0	161.724476
303	1	161.743600
304	0	162.789708
305	1	162.808852
306	0	163.850640
307	1	163.869844
308	0	164.915828
309	1	164.935072
310	0	165.976684
311	1	165.995984
312	0	167.041800
313	1	167.061132
314	0	168.102652
315	1	168.122040
316	0	169.167696
317	1	169.187120
318	0	170.228468
319	1	170.247948
320	0	171.293444
321	1	171.312968
322	0	172.354152
323	1	172.373736
324	0	173.419032
325	1	173.438648
326	0	174.479696
327	1	174.499368
328	0	175.544512
329	1	175.564224
330	0	176.605116
331	1	176.624884
332	0	177.669888
333	1	177.689692
334	0	178.730432
335	1	178.750292
336	0	179.795164
337	1	179.815064
338	0	180.855636
339	1	180.875588
340	0	181.920304
341	1	181.940300
342	0	182.980736
343	1	183.000788
344	0	184.045368
345	1	184.065460
346	0	185.105744
347	1	185.125896
348	0	186.170348
349	1	186.190536
350	0	187.230668
351	1	187.250908
352	0	188.295256
353	1	188.315536
354	0	189.355504
355	1	189.375844
356	0	190.420020
357	1	190.440400
358	0	191.480212
359	1	191.500656
360	0	192.544676
361	1	192.565156
362	0	193.604844
363	1	193.625376
364	0	194.669264
365	1	194.689840
366	0	195.729360
367	1	195.749996
368	0	196.793744
369	1	196.814416
370	0	197.853800
371	1	197.874536
372	0	198.918152
373	1	198.938928
374	0	199.978144
375	1	199.998968
376	0	201.042464
377	1	201.063332
378	0	202.102396
379	1	202.123332
380	0	203.166636
381	1	203.187604
382	0	204.226524
383	1	204.247556
384	0	205.290620
385	1	205.311692
386	0	206.350508
387	1	206.371648
388	0	207.414568
389	1	207.435744
390	0	208.474384
391	1	208.495620
392	0	209.538416
393	1	209.559700
394	0	210.598160
395	1	210.619504
396	0	211.662148
397	1	211.683536
398	0	212.721848
399	1	212.743296
400	0	213.785860
401	1	213.807348
402	0	214.845480
403	1	214.867036
404	0	215.909484
405	1	215.931080
406	0	216.969040
407	1	216.990700
408	0	218.032996
409	1	218.054692
410	0	219.092492
411	1	219.114252
412	0	220.156360
413	1	220.178168
414	0	221.215828
415	1	221.237692
416	0	222.279684
417	1	222.301596
418	0	223.339084
419	1	223.361052
420	0	224.402924
421	1	224.424940
422	0	225.462252
423	1	225.484336
424	0	226.526060
425	1	226.548192
426	0	227.585276
427	1	227.607464
428	0	228.649076
429	1	228.671312
430	0	229.708276
431	1	229.730564
432	0	230.771964
433	1	230.794304
434	0	231.831136
435	1	231.853544
436	0	232.894732
437	1	232.917188
438	0	233.953952
439	1	233.976472
440	0	235.017424
441	1	235.039988
442	0	236.076596
443	1	236.099232
444	0	237.140144
445	1	237.162828
446	0	238.199176
447	1	238.221912
448	0	239.262760
449	1	239.285556
450	0	240.321700
451	1	240.344556
452	0	241.385328
453	1	241.408224
454	0	242.444192
455	1	242.467160
456	0	243.507784
457	1	243.530788
458	0	244.566572
459	1	244.589648
460	0	245.630180
461	1	245.653300
462	0	246.688904
463	1	246.712092
464	0	247.752520
465	1	247.775752
466	0	248.811180
467	1	248.834476
468	0	249.874732
469	1	249.898072
470	0	250.933344
471	1	250.956752
472	0	251.996888
473	1	252.020336
474	0	253.055444
475	1	253.078964
476	0	254.118956
477	1	254.142524
478	0	255.177480
479	1	255.201112
480	0	256.240952
481	1	256.264632
482	0	257.299412
483	1	257.323156
484	0	258.362852
485	1	258.386644
486	0	259.421272
487	1	259.445120
488	0	260.484684
489	1	260.508584
490	0	261.543056
491	1	261.567024
492	0	262.606432
493	1	262.630448
494	0	263.664772
495	1	263.688852
496	0	264.728064
497	1	264.752188
498	0	265.786364
499	1	265.810556
500	0	266.849616
501	1	266.873856
502	0	267.907872
503	1	267.932188
504	0	268.971128
505	1	268.995496
506	0	270.029344
507	1	270.053772
508	0	271.092620
509	1	271.117100
510	0	272.150776
511	1	272.175324
512	0	273.214016
513	1	273.238608
514	0	274.272120
515	1	274.296792
516	0	275.335316
517	1	275.360028
518	0	276.393476
519	1	276.418268
520	0	277.456496
521	1	277.481312
522	0	278.514660
523	1	278.539568
524	0	279.577608
525	1	279.602568
526	0	280.635696
527	1	280.660720
528	0	281.698748
529	1	281.723824
530	0	282.756848
531	1	282.782008
532	0	283.819820
533	1	283.845012
534	0	284.877840
535	1	284.903116
536	0	285.940996
537	1	285.966308
538	0	286.998812
539	1	287.024208
540	0	288.061944
541	1	288.087376
542	0	289.119792
543	1	289.145308
544	0	290.182824
545	1	290.208388
546	0	291.240680
547	1	291.266316
548	0	292.303532
549	1	292.329208
550	0	293.361476
551	1	293.387240
552	0	294.424340
553	1	294.450132
554	0	295.482232
555	1	295.508112
556	0	296.545060
557	1	296.570972
558	0	297.602880
559	1	297.628880
560	0	298.665708
561	1	298.691752
562	0	299.723484
563	1	299.749612
564	0	300.786268
565	1	300.812436
566	0	301.843996
567	1	301.870248
568	0	302.906804
569	1	302.933104
570	0	303.964316
571	1	303.990704
572	0	305.027272
573	1	305.053696
574	0	306.084660
575	1	306.111164
576	0	307.147588
577	1	307.174140
578	0	308.204924
579	1	308.231552
