#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 17:42:31 2017
#Id	Edge	Time
#[]	[b]	[s]
128	0	68.383196
129	1	68.418604
130	0	69.438208
131	1	69.473760
132	0	70.500444
133	1	70.536056
134	0	71.555192
135	1	71.590956
136	0	72.617548
137	1	72.653360
138	0	73.672200
139	1	73.708176
140	0	74.734396
141	1	74.770384
142	0	75.789208
143	1	75.825336
144	0	76.851400
145	1	76.887568
146	0	77.906204
147	1	77.942492
148	0	78.968388
149	1	79.004732
150	0	80.023148
151	1	80.059608
152	0	81.085268
153	1	81.121780
154	0	82.140060
155	1	82.176684
156	0	83.202348
157	1	83.239020
158	0	84.256992
159	1	84.293792
160	0	85.319168
161	1	85.356020
162	0	86.373948
163	1	86.410904
164	0	87.436080
165	1	87.473088
166	0	88.490844
167	1	88.527980
168	0	89.552976
169	1	89.590172
170	0	90.607612
171	1	90.644936
172	0	91.669768
173	1	91.707136
174	0	92.724344
175	1	92.761832
176	0	93.786552
177	1	93.824088
178	0	94.841104
179	1	94.878756
180	0	95.903288
181	1	95.940992
182	0	96.957832
183	1	96.995652
184	0	98.019976
185	1	98.057868
186	0	99.074488
187	1	99.112500
188	0	100.136656
189	1	100.174716
190	0	101.191108
191	1	101.229296
192	0	102.253256
193	1	102.291496
194	0	103.307764
195	1	103.346136
196	0	104.369860
197	1	104.408288
198	0	105.424348
199	1	105.462896
200	0	106.486456
201	1	106.525064
202	0	107.540828
203	1	107.579576
204	0	108.602960
205	1	108.641736
206	0	109.657080
207	1	109.696012
208	0	110.719560
209	1	110.758536
210	0	111.773556
211	1	111.812672
212	0	112.835764
213	1	112.874924
214	0	113.889984
215	1	113.929252
216	0	114.952340
217	1	114.991684
218	0	116.006276
219	1	116.045764
220	0	117.068684
221	1	117.108220
222	0	118.122524
223	1	118.162184
224	0	119.185136
225	1	119.224868
226	0	120.238864
227	1	120.278736
228	0	121.301332
229	1	121.341260
230	0	122.355164
231	1	122.395232
232	0	123.417476
233	1	123.457584
234	0	124.471468
235	1	124.511712
236	0	125.533872
237	1	125.574180
238	0	126.587580
239	1	126.628040
240	0	127.650044
241	1	127.690528
242	0	128.703800
243	1	128.744464
244	0	129.766100
245	1	129.806792
246	0	130.820044
247	1	130.860896
248	0	131.882224
249	1	131.923092
250	0	132.936312
251	1	132.977368
252	0	133.998104
253	1	134.039208
254	0	135.052076
255	1	135.093360
256	0	136.114444
257	1	136.155768
258	0	137.168144
259	1	137.209616
260	0	138.230304
261	1	138.271848
262	0	139.284244
263	1	139.325920
264	0	140.346296
265	1	140.388080
266	0	141.400188
267	1	141.442092
268	0	142.462304
269	1	142.504264
270	0	143.516232
271	1	143.558368
272	0	144.578280
273	1	144.620460
274	0	145.631948
275	1	145.674300
276	0	146.694264
277	1	146.736664
278	0	147.747976
279	1	147.790520
280	0	148.809988
281	1	148.852604
282	0	149.863816
283	1	149.906568
284	0	150.925936
285	1	150.968760
286	0	151.979600
287	1	152.022560
288	0	153.041788
289	1	153.084808
290	0	154.095476
291	1	154.138652
292	0	155.157648
293	1	155.200864
294	0	156.211276
295	1	156.254648
296	0	157.273500
297	1	157.316916
298	0	158.327156
299	1	158.370716
300	0	159.389356
301	1	159.432984
302	0	160.442932
303	1	160.486712
304	0	161.505156
305	1	161.549004
306	0	162.558668
307	1	162.602676
308	0	163.620892
309	1	163.664940
310	0	164.674488
311	1	164.718688
312	0	165.736636
313	1	165.780908
314	0	166.790152
315	1	166.834556
316	0	167.852180
317	1	167.896696
318	0	168.905844
319	1	168.950552
320	0	169.967720
321	1	170.012504
322	0	171.021432
323	1	171.066380
324	0	172.083576
325	1	172.128608
326	0	173.136928
327	1	173.182120
328	0	174.199144
329	1	174.244416
330	0	175.252424
331	1	175.297852
332	0	176.314680
333	1	176.360184
334	0	177.368068
335	1	177.413760
336	0	178.430144
337	1	178.475884
338	0	179.483424
339	1	179.529352
340	0	180.545320
341	1	180.591336
342	0	181.598900
343	1	181.645096
344	0	182.660756
345	1	182.707036
346	0	183.714228
347	1	183.760676
348	0	184.776128
349	1	184.822696
350	0	185.829292
351	1	185.876040
352	0	186.891536
353	1	186.938320
354	0	187.944620
355	1	187.991568
356	0	189.006952
357	1	189.053956
358	0	190.059928
359	1	190.107104
360	0	191.122268
361	1	191.169536
362	0	192.175348
363	1	192.222768
364	0	193.237516
365	1	193.285004
366	0	194.290608
367	1	194.338272
368	0	195.352856
369	1	195.400568
370	0	196.405904
371	1	196.453796
372	0	197.468100
373	1	197.516088
374	0	198.521196
375	1	198.569320
376	0	199.582988
377	1	199.631236
378	0	200.636296
379	1	200.684756
380	0	201.697952
381	1	201.746532
382	0	202.751048
383	1	202.799808
384	0	203.813108
385	1	203.861952
386	0	204.866148
387	1	204.915168
388	0	205.928080
389	1	205.977208
390	0	206.980936
391	1	207.030164
392	0	208.043168
393	1	208.092536
394	0	209.095968
395	1	209.145540
396	0	210.158116
397	1	210.207772
398	0	211.211036
399	1	211.260836
400	0	212.273176
401	1	212.323040
402	0	213.325972
403	1	213.376032
404	0	214.388224
405	1	214.438352
406	0	215.441100
407	1	215.491416
408	0	216.503372
409	1	216.553760
410	0	217.556080
411	1	217.606660
412	0	218.618488
413	1	218.669132
414	0	219.671088
415	1	219.721924
416	0	220.733452
417	1	220.784356
418	0	221.786092
419	1	221.837176
420	0	222.848544
421	1	222.899696
422	0	223.901144
423	1	223.952500
424	0	224.963536
425	1	225.014936
426	0	226.016132
427	1	226.067748
428	0	227.078420
429	1	227.130112
430	0	228.131100
431	1	228.183036
432	0	229.193524
433	1	229.245528
434	0	230.245572
435	1	230.297776
436	0	231.308252
437	1	231.360564
438	0	232.360264
439	1	232.412796
440	0	233.423144
441	1	233.475688
442	0	234.475464
443	1	234.528212
444	0	235.537932
445	1	235.590796
446	0	236.590364
447	1	236.643412
448	0	237.652848
449	1	237.705984
450	0	238.704968
451	1	238.758292
452	0	239.767824
453	1	239.821228
454	0	240.819632
455	1	240.873244
456	0	241.882240
457	1	241.935952
458	0	242.934432
459	1	242.988448
460	0	243.996940
461	1	244.050932
462	0	245.049124
463	1	245.103296
464	0	246.111644
465	1	246.165932
466	0	247.163756
467	1	247.218248
468	0	248.226220
469	1	248.280800
470	0	249.278384
471	1	249.333164
472	0	250.341004
473	1	250.395868
474	0	251.392984
475	1	251.448052
476	0	252.455672
477	1	252.510836
478	0	253.507592
479	1	253.562948
480	0	254.570416
481	1	254.625892
482	0	255.622128
483	1	255.677804
484	0	256.684972
485	1	256.740700
486	0	257.736748
487	1	257.792664
