#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 18:45:30 2017
#Id	Edge	Time
#[]	[b]	[s]
357	1	190.845692
358	0	191.893016
359	1	191.911460
360	0	192.954332
361	1	192.972832
362	0	194.019976
363	1	194.038512
364	0	195.081260
365	1	195.099856
366	0	196.146800
367	1	196.165432
368	0	197.207876
369	1	197.226572
370	0	198.273348
371	1	198.292076
372	0	199.334468
373	1	199.353256
374	0	200.399900
375	1	200.418728
376	0	201.460804
377	1	201.479692
378	0	202.526400
379	1	202.545320
380	0	203.587244
381	1	203.606232
382	0	204.652628
383	1	204.671644
384	0	205.713476
385	1	205.732556
386	0	206.778848
387	1	206.797964
388	0	207.839636
389	1	207.858824
390	0	208.904824
391	1	208.924056
392	0	209.965528
393	1	209.984812
394	0	211.030700
395	1	211.050020
396	0	212.091372
397	1	212.110760
398	0	213.156524
399	1	213.175952
400	0	214.217152
401	1	214.236636
402	0	215.282300
403	1	215.301816
404	0	216.342832
405	1	216.362412
406	0	217.407936
407	1	217.427556
408	0	218.468396
409	1	218.488076
410	0	219.533456
411	1	219.553176
412	0	220.593848
413	1	220.613624
414	0	221.658836
415	1	221.678652
416	0	222.719148
417	1	222.739012
418	0	223.784132
419	1	223.804040
420	0	224.844312
421	1	224.864280
422	0	225.909268
423	1	225.929284
424	0	226.969388
425	1	226.989456
426	0	228.034348
427	1	228.054452
428	0	229.094396
429	1	229.114560
430	0	230.159328
431	1	230.179528
432	0	231.219272
433	1	231.239536
434	0	232.284180
435	1	232.304484
436	0	233.344084
437	1	233.364448
438	0	234.408936
439	1	234.429336
440	0	235.468776
441	1	235.489228
442	0	236.533624
443	1	236.554116
444	0	237.593380
445	1	237.613936
446	0	238.658140
447	1	238.678736
448	0	239.717896
449	1	239.738532
450	0	240.782548
451	1	240.803252
452	0	241.842208
453	1	241.862976
454	0	242.906872
455	1	242.927680
456	0	243.966464
457	1	243.987324
