#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 17:42:31 2017
#Id	Edge	Time
#[]	[b]	[s]
0	0	0.458124
1	1	0.474800
2	0	1.521288
3	1	1.538024
4	0	2.588088
5	1	2.604856
6	0	3.651156
7	1	3.667984
8	0	4.717884
9	1	4.734736
10	0	5.780908
11	1	5.797816
12	0	6.847532
13	1	6.864464
14	0	7.910452
15	1	7.927444
16	0	8.977024
17	1	8.994044
18	0	10.039884
19	1	10.056960
20	0	11.106388
21	1	11.123488
22	0	12.169204
23	1	12.186364
24	0	13.235624
25	1	13.252812
26	0	14.298324
27	1	14.315568
28	0	15.364704
29	1	15.381972
30	0	16.427304
31	1	16.444632
32	0	17.493632
33	1	17.510984
34	0	18.556096
35	1	18.573504
36	0	19.622340
37	1	19.639780
38	0	20.684732
39	1	20.702232
40	0	21.750852
41	1	21.768380
42	0	22.813172
43	1	22.830760
44	0	23.879208
45	1	23.896820
46	0	24.941452
47	1	24.959124
48	0	26.007460
49	1	26.025168
50	0	27.069604
51	1	27.087372
52	0	28.135592
53	1	28.153388
54	0	29.197652
55	1	29.215504
56	0	30.263596
57	1	30.281476
58	0	31.325584
59	1	31.343528
60	0	32.391508
61	1	32.409480
62	0	33.453368
63	1	33.471396
64	0	34.519240
65	1	34.537300
66	0	35.581044
67	1	35.599156
68	0	36.646896
69	1	36.665040
70	0	37.708600
71	1	37.726804
72	0	38.774444
73	1	38.792680
74	0	39.836000
75	1	39.854292
76	0	40.901788
77	1	40.920112
78	0	41.963292
79	1	41.981680
80	0	43.029032
81	1	43.047448
82	0	44.090480
83	1	44.108960
84	0	45.156132
85	1	45.174636
86	0	46.217488
87	1	46.236052
88	0	47.283056
89	1	47.301652
90	0	48.344372
91	1	48.363028
92	0	49.409892
93	1	49.428572
94	0	50.471068
95	1	50.489812
96	0	51.536564
97	1	51.555336
98	0	52.597704
99	1	52.616544
100	0	53.663128
101	1	53.681996
102	0	54.724184
103	1	54.743112
104	0	55.789568
105	1	55.808528
106	0	56.850556
107	1	56.869572
108	0	57.915892
109	1	57.934940
110	0	58.976780
111	1	58.995896
112	0	60.042080
113	1	60.061224
114	0	61.102884
115	1	61.122088
116	0	62.168140
117	1	62.187372
118	0	63.228860
119	1	63.248156
120	0	64.294056
121	1	64.313392
122	0	65.354748
123	1	65.374152
124	0	66.419884
125	1	66.439312
126	0	67.480488
127	1	67.499972
128	0	68.545608
129	1	68.565120
130	0	69.606108
131	1	69.625692
132	0	70.671116
133	1	70.690732
134	0	71.731616
135	1	71.751296
136	0	72.796432
137	1	72.816136
138	0	73.856912
139	1	73.876684
140	0	74.921676
141	1	74.941488
142	0	75.982136
143	1	76.002024
144	0	77.046772
145	1	77.066696
146	0	78.107132
147	1	78.127120
148	0	79.171824
149	1	79.191848
150	0	80.232084
151	1	80.252172
152	0	81.296768
153	1	81.316896
154	0	82.356960
155	1	82.377148
156	0	83.421680
157	1	83.441904
158	0	84.481720
159	1	84.502008
160	0	85.546476
161	1	85.566800
162	0	86.606432
163	1	86.626816
164	0	87.671204
165	1	87.691624
166	0	88.731064
167	1	88.751552
168	0	89.795796
169	1	89.816316
170	0	90.855652
171	1	90.876240
172	0	91.920316
173	1	91.940936
174	0	92.980132
175	1	93.000816
176	0	94.044752
177	1	94.065476
178	0	95.104512
179	1	95.125296
180	0	96.169096
181	1	96.189912
182	0	97.228796
183	1	97.249692
184	0	98.293288
185	1	98.314216
186	0	99.353020
187	1	99.374008
188	0	100.417272
189	1	100.438292
190	0	101.477180
191	1	101.498256
192	0	102.541388
193	1	102.562512
194	0	103.601088
195	1	103.622280
196	0	104.665368
197	1	104.686584
198	0	105.725012
199	1	105.746300
200	0	106.789152
201	1	106.810472
202	0	107.848740
203	1	107.870136
204	0	108.912876
205	1	108.934296
206	0	109.972400
207	1	109.993896
208	0	111.036448
209	1	111.057984
210	0	112.095944
211	1	112.117540
212	0	113.159880
213	1	113.181512
214	0	114.219252
215	1	114.240956
216	0	115.283096
217	1	115.304840
218	0	116.342480
219	1	116.364300
220	0	117.406360
221	1	117.428224
222	0	118.465640
223	1	118.487564
224	0	119.529604
225	1	119.551568
226	0	120.588836
227	1	120.610872
228	0	121.652692
229	1	121.674772
230	0	122.711972
231	1	122.734100
232	0	123.775788
233	1	123.797952
234	0	124.834976
235	1	124.857224
236	0	125.898804
237	1	125.921088
238	0	126.957928
239	1	126.980268
240	0	128.021732
241	1	128.044108
242	0	129.080764
243	1	129.103220
244	0	130.144528
245	1	130.167024
246	0	131.203596
247	1	131.226156
248	0	132.267308
249	1	132.289908
250	0	133.326260
251	1	133.348932
252	0	134.389968
253	1	134.412676
254	0	135.448872
255	1	135.471652
256	0	136.512344
257	1	136.535176
258	0	137.571040
259	1	137.593940
260	0	138.634444
261	1	138.657388
262	0	139.693228
263	1	139.716252
264	0	140.756792
265	1	140.779860
266	0	141.815508
267	1	141.838656
268	0	142.879048
269	1	142.902228
270	0	143.937744
271	1	143.961000
272	0	145.001288
273	1	145.024600
274	0	146.059972
275	1	146.083348
276	0	147.123476
277	1	147.146880
278	0	148.181920
279	1	148.205420
280	0	149.245444
281	1	149.268972
282	0	150.303948
283	1	150.327560
284	0	151.367392
285	1	151.391052
286	0	152.425916
287	1	152.449656
288	0	153.489224
289	1	153.513004
290	0	154.547680
291	1	154.571544
292	0	155.611004
293	1	155.634900
294	0	156.669420
295	1	156.693408
296	0	157.732792
297	1	157.756832
298	0	158.791076
299	1	158.815200
300	0	159.854356
301	1	159.878512
302	0	160.912476
303	1	160.936720
304	0	161.975784
305	1	162.000072
306	0	163.034000
307	1	163.058364
308	0	164.097228
309	1	164.121632
310	0	165.155416
311	1	165.179908
312	0	166.218728
313	1	166.243260
314	0	167.276780
315	1	167.301388
316	0	168.340032
317	1	168.364684
318	0	169.397988
319	1	169.422724
320	0	170.461224
321	1	170.486004
322	0	171.519100
323	1	171.543984
324	0	172.582264
325	1	172.607176
326	0	173.640232
327	1	173.665228
328	0	174.703444
329	1	174.728496
330	0	175.761268
331	1	175.786384
332	0	176.824512
333	1	176.849684
334	0	177.882240
335	1	177.907492
336	0	178.945544
337	1	178.970840
338	0	180.003304
339	1	180.028688
340	0	181.066432
341	1	181.091864
342	0	182.124240
343	1	182.149748
344	0	183.187420
345	1	183.212972
346	0	184.245068
347	1	184.270720
348	0	185.308080
349	1	185.333784
350	0	186.365752
351	1	186.391552
352	0	187.428708
353	1	187.454556
354	0	188.486420
355	1	188.512360
356	0	189.549328
357	1	189.575316
358	0	190.607008
359	1	190.633076
360	0	191.669844
361	1	191.695960
362	0	192.727420
363	1	192.753624
364	0	193.790276
365	1	193.816532
366	0	194.847796
367	1	194.874132
368	0	195.910660
369	1	195.937044
370	0	196.968152
371	1	196.994628
372	0	198.030916
373	1	198.057444
374	0	199.088364
375	1	199.114980
376	0	200.151120
377	1	200.177768
378	0	201.208688
379	1	201.235440
380	0	202.271400
381	1	202.298204
382	0	203.328976
383	1	203.355860
384	0	204.391748
385	1	204.418660
386	0	205.449200
387	1	205.476212
388	0	206.511872
389	1	206.538928
390	0	207.569312
391	1	207.596456
392	0	208.632080
393	1	208.659272
394	0	209.689388
395	1	209.716668
396	0	210.752136
397	1	210.779448
398	0	211.809476
399	1	211.836884
400	0	212.872072
401	1	212.899520
402	0	213.929364
403	1	213.956908
404	0	214.991828
405	1	215.019432
406	0	216.049004
407	1	216.076692
408	0	217.111588
409	1	217.139328
410	0	218.168932
411	1	218.196768
412	0	219.231424
413	1	219.259328
414	0	220.288636
415	1	220.316616
416	0	221.351020
417	1	221.379056
418	0	222.408272
419	1	222.436396
420	0	223.470640
421	1	223.498824
422	0	224.527772
423	1	224.556056
424	0	225.590184
425	1	225.618508
426	0	226.647348
427	1	226.675776
428	0	227.709708
429	1	227.738196
430	0	228.766900
431	1	228.795468
432	0	229.829248
433	1	229.857884
434	0	230.886384
435	1	230.915104
436	0	231.948784
437	1	231.977560
438	0	233.005864
439	1	233.034712
440	0	234.068184
441	1	234.097088
442	0	235.125224
443	1	235.154220
444	0	236.187544
445	1	236.216600
446	0	237.244544
447	1	237.273680
448	0	238.306828
449	1	238.336032
450	0	239.363772
451	1	239.393064
452	0	240.426108
453	1	240.455460
454	0	241.482924
455	1	241.512360
456	0	242.545320
457	1	242.574820
458	0	243.602076
459	1	243.631664
460	0	244.664400
461	1	244.694052
462	0	245.721092
463	1	245.750820
464	0	246.783504
465	1	246.813300
466	0	247.840136
467	1	247.870016
468	0	248.902492
469	1	248.932468
470	0	249.959124
471	1	249.989168
472	0	251.021452
473	1	251.051552
474	0	252.077944
475	1	252.108124
476	0	253.140396
477	1	253.170636
478	0	254.196844
479	1	254.227180
480	0	255.259228
481	1	255.289640
482	0	256.315548
483	1	256.346056
484	0	257.377996
485	1	257.408556
486	0	258.434300
487	1	258.464948
488	0	259.496764
489	1	259.527480
490	0	260.553004
491	1	260.583820
492	0	261.615308
493	1	261.646204
494	0	262.671648
495	1	262.702648
496	0	263.733928
497	1	263.765000
498	0	264.790112
499	1	264.821260
500	0	265.852388
501	1	265.883616
502	0	266.908520
503	1	266.939840
504	0	267.970860
505	1	268.002268
506	0	269.026940
507	1	269.058444
508	0	270.089268
509	1	270.120820
510	0	271.145276
511	1	271.176928
512	0	272.207656
513	1	272.239380
514	0	273.263556
515	1	273.295396
516	0	274.326224
517	1	274.358104
518	0	275.381836
519	1	275.413820
520	0	276.444488
521	1	276.476540
522	0	277.500152
523	1	277.532308
524	0	278.562884
525	1	278.595088
526	0	279.618452
527	1	279.650780
528	0	280.681160
529	1	280.713540
530	0	281.736736
531	1	281.769212
532	0	282.799396
533	1	282.831912
534	0	283.854924
535	1	283.887564
536	0	284.917648
537	1	284.950340
538	0	285.973088
539	1	286.005892
540	0	287.035788
541	1	287.068648
542	0	288.091212
543	1	288.124196
544	0	289.153908
545	1	289.186940
546	0	290.209336
547	1	290.242472
548	0	291.271992
549	1	291.305192
550	0	292.327360
551	1	292.360668
552	0	293.390012
553	1	293.423384
554	0	294.445376
555	1	294.478876
556	0	295.508004
557	1	295.541528
558	0	296.563396
559	1	296.597024
560	0	297.625964
561	1	297.659668
562	0	298.681292
563	1	298.715100
564	0	299.743800
565	1	299.777688
566	0	300.799160
567	1	300.833164
568	0	301.861684
569	1	301.895740
570	0	302.916964
571	1	302.951140
572	0	303.979476
573	1	304.013692
574	0	305.034784
575	1	305.069128
576	0	306.097204
577	1	306.131616
578	0	307.152464
579	1	307.186984
580	0	308.214856
581	1	308.249448
582	0	309.270112
583	1	309.304820
584	0	310.332456
585	1	310.367232
586	0	311.387696
587	1	311.422580
588	0	312.450028
589	1	312.484996
590	0	313.505172
591	1	313.540240
592	0	314.567560
593	1	314.602724
594	0	315.622608
595	1	315.657852
596	0	316.684996
597	1	316.720312
