#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  1 17:42:31 2017
#Id	Edge	Time
#[]	[b]	[s]
240	0	127.994940
241	1	128.018088
242	0	129.053464
243	1	129.076688
244	0	130.117244
245	1	130.140504
246	0	131.175680
247	1	131.199020
248	0	132.239460
249	1	132.262824
250	0	133.297856
251	1	133.321296
252	0	134.361608
253	1	134.385080
254	0	135.419936
255	1	135.443488
256	0	136.483680
257	1	136.507268
258	0	137.541948
259	1	137.565612
260	0	138.605692
261	1	138.629392
262	0	139.663900
263	1	139.687680
264	0	140.727608
265	1	140.751424
266	0	141.785788
267	1	141.809672
268	0	142.849444
269	1	142.873372
270	0	143.907620
271	1	143.931624
272	0	144.971116
273	1	144.995156
274	0	146.029244
275	1	146.053360
276	0	147.092624
277	1	147.116780
278	0	148.150728
279	1	148.174968
280	0	149.214164
281	1	149.238452
282	0	150.272236
283	1	150.296604
284	0	151.335712
285	1	151.360124
286	0	152.393624
287	1	152.418108
288	0	153.457120
289	1	153.481656
290	0	154.514896
291	1	154.539520
292	0	155.578444
293	1	155.603108
294	0	156.636140
295	1	156.660880
296	0	157.699716
297	1	157.724500
298	0	158.757340
299	1	158.782204
300	0	159.820892
301	1	159.845800
302	0	160.878512
303	1	160.903496
304	0	161.942040
305	1	161.967056
306	0	162.999664
307	1	163.024764
308	0	164.063140
309	1	164.088288
310	0	165.120744
311	1	165.145968
312	0	166.184160
313	1	166.209420
314	0	167.241708
315	1	167.267052
316	0	168.305148
317	1	168.330528
318	0	169.362532
319	1	169.388008
320	0	170.426020
321	1	170.451524
322	0	171.483420
323	1	171.509008
324	0	172.546848
325	1	172.572480
326	0	173.604176
327	1	173.629892
328	0	174.667560
329	1	174.693312
330	0	175.724936
331	1	175.750772
332	0	176.788184
333	1	176.814056
334	0	177.845484
335	1	177.871460
336	0	178.908792
337	1	178.934788
338	0	179.966028
339	1	179.992120
340	0	181.029324
341	1	181.055456
342	0	182.086604
343	1	182.112816
344	0	183.149720
345	1	183.175976
346	0	184.207000
347	1	184.233356
348	0	185.270132
349	1	185.296500
350	0	186.327416
351	1	186.353884
352	0	187.390464
353	1	187.416964
354	0	188.447700
355	1	188.474288
356	0	189.510720
357	1	189.537356
358	0	190.567932
359	1	190.594648
360	0	191.630852
361	1	191.657636
362	0	192.688128
363	1	192.714988
364	0	193.750996
365	1	193.777904
366	0	194.808112
367	1	194.835096
368	0	195.870952
369	1	195.897996
370	0	196.928088
371	1	196.955232
372	0	197.990912
373	1	198.018112
374	0	199.048040
375	1	199.075328
376	0	200.110864
377	1	200.138212
378	0	201.167756
379	1	201.195188
380	0	202.230696
381	1	202.258184
382	0	203.287576
383	1	203.315160
384	0	204.350532
385	1	204.378164
386	0	205.407300
387	1	205.435012
388	0	206.470340
389	1	206.498108
390	0	207.527020
391	1	207.554884
392	0	208.590068
393	1	208.617976
394	0	209.646652
395	1	209.674640
396	0	210.709732
397	1	210.737780
398	0	211.766308
399	1	211.794432
400	0	212.829308
401	1	212.857500
402	0	213.885912
403	1	213.914260
404	0	214.948872
405	1	214.977192
406	0	216.005572
407	1	216.033944
408	0	217.068444
409	1	217.096892
410	0	218.125048
411	1	218.153604
412	0	219.187928
413	1	219.216520
414	0	220.244488
415	1	220.273168
416	0	221.307360
417	1	221.336096
418	0	222.363936
419	1	222.392756
420	0	223.426748
421	1	223.455628
422	0	224.483260
423	1	224.512216
424	0	225.546056
425	1	225.575092
426	0	226.602572
427	1	226.631688
428	0	227.665348
429	1	227.694516
430	0	228.721824
431	1	228.751080
432	0	229.784612
433	1	229.813932
434	0	230.841008
435	1	230.870420
436	0	231.903876
437	1	231.933348
438	0	232.960176
439	1	232.989728
440	0	234.023048
441	1	234.052664
442	0	235.079312
443	1	235.109016
444	0	236.142148
445	1	236.171916
446	0	237.198400
447	1	237.228248
448	0	238.261236
449	1	238.291136
450	0	239.317468
451	1	239.347452
452	0	240.380252
453	1	240.410296
454	0	241.436532
455	1	241.466656
456	0	242.499300
457	1	242.529496
458	0	243.555520
459	1	243.585792
460	0	244.618252
461	1	244.648592
462	0	245.674456
463	1	245.704884
464	0	246.737060
465	1	246.767556
466	0	247.793256
467	1	247.823836
468	0	248.855812
469	1	248.886464
470	0	249.911924
471	1	249.942664
472	0	250.974496
473	1	251.005300
