#Creator: pendulumviewEventBuffer
#Creation time: Wed Feb 22 15:33:09 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
61.462	454	61.488	536
61.513	470	61.539	532
61.564	486	61.589	524
61.615	498	61.640	514
61.665	508	61.691	502
61.716	516	61.742	489
61.766	519	61.792	476
61.818	518	61.843	463
61.868	514	61.893	451
61.919	506	61.945	441
61.969	495	61.995	433
62.020	482	62.046	428
62.071	465	62.096	424
62.122	449	62.147	424
62.172	432	62.198	427
62.223	415	62.249	433
62.273	401	62.299	441
62.324	388	62.350	450
62.375	378	62.400	461
62.426	372	62.451	473
62.477	369	62.502	486
62.527	371	62.553	497
62.578	376	62.603	508
62.629	385	62.654	517
62.680	397	62.704	524
62.730	412	62.756	529
62.781	428	62.806	530
62.831	446	62.857	529
62.883	463	62.907	526
62.933	480	62.958	520
62.984	494	63.009	512
63.034	506	63.060	503
63.085	515	63.110	493
63.135	521	63.161	482
63.187	522	63.211	471
63.237	519	63.262	461
63.288	513	63.313	452
63.338	503	63.364	443
63.389	490	63.414	437
63.440	475	63.465	434
63.491	458	63.515	433
63.541	440	63.567	435
63.592	423	63.617	438
63.642	405	63.668	444
63.694	392	63.718	451
63.744	380	63.769	460
63.795	372	63.820	470
63.845	367	63.871	480
63.896	367	63.921	490
63.946	371	63.972	499
63.998	379	64.022	507
64.048	389	64.073	513
64.099	403	64.124	518
64.149	420	64.175	520
64.200	437	64.225	521
64.251	455	64.276	518
64.302	472	64.326	515
64.352	488	64.378	509
64.403	502	64.428	502
64.453	514	64.479	493
64.505	521	64.529	485
64.555	525	64.580	477
64.606	524	64.631	467
64.656	519	64.682	460
64.707	511	64.732	453
64.758	499	64.783	448
64.809	484	64.833	445
64.859	467	64.884	443
64.910	449	64.935	443
64.960	431	64.986	446
65.011	413	65.036	449
65.062	398	65.087	455
65.113	384	65.137	462
65.163	374	65.189	469
65.214	367	65.239	476
65.264	365	65.290	484
65.316	367	65.340	492
65.366	373	65.391	498
65.417	382	65.442	504
65.467	395	65.493	507
65.518	410	65.544	510
65.569	428	65.594	510
65.620	446	65.645	510
65.670	464	65.695	508
65.721	482	65.747	503
65.771	497	65.797	499
65.822	511	65.848	493
65.873	519	65.898	486
65.924	525	65.949	480
65.974	526	66.000	473
66.025	523	66.051	468
66.075	516	66.101	462
66.127	506	66.152	458
66.177	492	66.202	455
66.228	476	66.254	453
66.278	458	66.304	453
66.329	439	66.355	454
66.380	421	66.405	457
66.431	404	66.456	460
66.481	390	66.506	464
66.532	378	66.558	469
66.582	369	66.608	475
66.633	365	66.659	481
66.684	365	66.709	486
66.735	368	66.760	491
66.785	377	66.811	495
66.836	388	66.862	498
66.886	402	66.912	500
66.938	418	66.963	502
66.988	437	67.013	501
67.039	455	67.065	499
67.089	474	67.115	497
67.140	491	67.166	494
67.191	505	67.216	490
67.242	516	67.267	485
67.292	524	67.318	481
67.343	527	67.369	477
67.393	527	67.419	473
67.444	522	67.470	469
67.495	513	67.520	466
67.546	500	67.571	464
67.596	484	67.622	463
67.647	467	67.673	462
67.697	449	67.723	463
67.749	430	67.774	464
67.799	413	67.824	467
67.850	396	67.876	469
67.900	383	67.926	473
67.951	373	67.977	476
68.002	366	68.027	479
68.053	364	68.078	482
68.103	366	68.129	485
68.154	372	68.180	488
68.204	381	68.230	489
68.255	395	68.281	491
68.306	410	68.331	491
68.357	428	68.382	491
68.407	447	68.433	491
68.458	465	68.484	489
68.508	484	68.534	487
68.560	498	68.585	485
68.610	511	68.635	483
68.661	520	68.687	481
68.711	526	68.737	478
68.762	527	68.788	476
68.813	525	68.838	473
68.864	517	68.889	473
68.914	506	68.940	472
68.965	493	68.991	472
69.015	476	69.041	472
69.066	458	69.092	472
69.117	439	69.142	473
69.168	421	69.193	474
69.218	404	69.244	476
69.269	389	69.295	478
69.319	377	69.345	479
69.371	370	69.396	479
69.421	365	69.446	481
69.472	364	69.498	482
69.522	368	69.548	483
69.573	377	69.599	482
69.624	389	69.649	483
69.675	403	69.700	483
69.725	419	69.751	482
69.776	438	69.802	481
69.826	456	69.852	481
69.878	474	69.903	480
69.928	491	69.953	479
69.979	504	70.004	479
70.029	515	70.055	478
70.080	523	70.106	477
70.130	526	70.156	477
70.182	526	70.207	478
70.232	520	70.257	478
70.283	512	70.309	479
70.333	499	70.359	479
70.384	484	70.410	481
70.435	467	70.460	481
70.486	449	70.511	482
70.536	430	70.562	483
70.587	413	70.613	483
70.637	397	70.663	483
70.689	384	70.714	483
70.739	374	70.764	483
70.790	368	70.815	481
70.840	366	70.866	481
70.891	367	70.917	480
70.941	374	70.967	478
70.993	383	71.018	477
71.043	396	71.068	475
71.094	412	71.120	474
71.144	430	71.170	474
71.195	447	71.221	473
71.246	465	71.271	473
71.297	482	71.322	473
71.347	497	71.373	474
71.398	509	71.424	474
71.448	518	71.474	476
71.500	524	71.525	477
71.550	526	71.575	480
71.601	522	71.626	482
71.651	515	71.677	484
71.702	504	71.728	486
71.752	491	71.778	487
71.804	475	71.829	489
71.854	458	71.879	490
71.905	439	71.931	490
71.955	422	71.981	489
72.006	405	72.032	489
72.057	391	72.082	488
72.108	380	72.133	486
72.158	373	72.184	483
72.209	367	72.235	480
72.259	368	72.285	478
72.311	372	72.336	474
72.361	380	72.386	472
72.412	391	72.438	469
72.462	405	72.488	467
72.513	421	72.539	466
72.563	438	72.589	465
72.615	456	72.640	465
72.665	473	72.690	466
72.716	489	72.742	467
72.766	503	72.792	470
72.817	512	72.843	473
72.868	520	72.893	476
72.919	523	72.944	480
72.969	523	72.995	483
73.020	517	73.046	487
73.070	508	73.096	490
73.122	497	73.147	493
73.172	482	73.197	496
73.223	466	73.249	497
73.273	448	73.299	497
73.324	431	73.350	497
73.374	415	73.400	495
73.426	400	73.451	494
73.476	387	73.501	489
73.527	378	73.553	486
73.577	372	73.603	482
73.628	370	73.654	477
73.679	372	73.704	473
73.730	377	73.755	468
73.780	387	73.806	465
73.831	399	73.857	462
73.881	414	73.907	460
73.933	430	73.958	458
73.983	448	74.008	458
74.034	464	74.060	459
74.084	480	74.110	462
74.135	495	74.161	464
74.185	506	74.211	468
74.237	514	74.262	473
74.287	520	74.312	478
74.338	520	74.364	484
74.388	518	74.414	488
74.439	511	74.465	493
74.490	501	74.515	498
74.541	488	74.566	501
74.591	473	74.617	503
74.642	457	74.668	504
74.692	440	74.718	504
74.744	423	74.769	502
74.794	408	74.819	499
74.845	395	74.871	496
74.895	384	74.921	491
74.946	377	74.972	485
74.996	373	75.022	480
75.048	374	75.073	473
75.099	378	75.123	467
75.149	385	75.175	462
75.200	395	75.225	457
75.250	408	75.276	454
75.302	423	75.326	452
75.352	439	75.377	451
75.403	456	75.428	452
75.453	472	75.479	454
75.504	486	75.529	458
75.555	498	75.580	463
75.606	509	75.630	468
75.656	514	75.682	474
75.707	518	75.732	482
75.757	517	75.783	488
75.809	512	75.833	495
75.859	503	75.884	500
75.910	493	75.934	505
75.960	480	75.986	508
76.011	464	76.036	510
76.061	448	76.087	511
76.113	432	76.137	509
76.163	418	76.188	507
76.214	403	76.239	502
76.264	393	76.290	497
76.315	383	76.340	489
76.366	378	76.391	482
76.417	377	76.441	475
76.467	379	76.493	468
76.518	384	76.543	461
76.568	392	76.594	456
76.620	404	76.644	450
76.670	417	76.695	446
76.721	432	76.745	446
76.771	447	76.797	445
76.822	463	76.847	448
76.872	477	76.898	451
76.924	490	76.948	456
76.974	501	76.999	463
77.025	509	77.050	471
77.075	513	77.101	479
77.126	514	77.151	486
77.177	511	77.202	493
77.228	505	77.252	502
77.278	496	77.304	508
77.329	484	77.354	513
77.379	471	77.405	515
77.431	456	77.455	517
77.481	440	77.506	517
77.532	425	77.556	513
77.582	412	77.608	510
77.633	401	77.658	503
77.683	391	77.709	496
77.735	384	77.759	487
77.785	381	77.810	478
77.836	382	77.861	469
77.886	384	77.912	462
77.937	391	77.962	453
77.988	400	78.013	448
78.039	412	78.064	443
78.089	426	78.115	440
78.140	440	78.166	440
78.190	455	78.216	441
78.242	469	78.267	444
78.292	482	78.317	449
78.343	493	78.369	456
78.393	502	78.419	464
78.444	508	78.470	474
78.494	510	78.520	483
78.546	509	78.571	493
78.596	505	78.621	502
78.647	498	78.673	510
78.697	488	78.723	516
78.748	477	78.774	520
78.799	463	78.824	523
78.850	450	78.875	523
78.900	434	78.926	520
78.951	420	78.977	516
79.001	409	79.027	509
79.053	398	79.078	502
79.103	391	79.128	493
79.154	386	79.180	482
79.204	385	79.230	473
79.255	386	79.281	462
79.305	392	79.331	454
79.357	398	79.382	445
79.407	409	79.432	440
79.458	421	79.484	435
79.508	434	79.534	434
79.559	448	79.585	434
79.610	462	79.635	437
79.661	474	79.686	442
79.711	485	79.737	449
79.762	495	79.788	459
79.812	500	79.838	468
79.864	504	79.889	479
79.914	506	79.939	490
79.965	504	79.991	500
80.015	498	80.041	509
80.066	490	80.092	517
80.116	480	80.142	522
80.168	469	80.193	526
80.218	455	80.243	528
80.269	442	80.295	526
80.319	430	80.345	523
80.370	417	80.396	517
80.421	408	80.446	509
80.472	399	80.497	499
80.522	393	80.548	489
80.573	390	80.599	477
80.623	391	80.649	465
80.675	393	80.700	455
80.725	400	80.750	447
80.776	408	80.802	439
80.826	418	80.852	433
80.877	429	80.903	430
80.927	441	80.953	429
80.979	453	81.004	431
81.029	466	81.054	435
81.080	476	81.106	442
81.130	486	81.156	451
81.181	493	81.207	462
81.232	498	81.257	473
81.283	501	81.308	485
81.334	499	81.359	496
81.384	496	81.410	506
81.435	490	81.460	516
81.486	482	81.511	524
81.537	472	81.561	529
81.587	461	81.613	532
81.638	449	81.663	531
81.688	438	81.714	529
81.740	426	81.764	523
81.790	415	81.815	516
81.841	407	81.865	506
81.891	401	81.917	496
81.942	397	81.967	484
81.992	396	82.018	471
82.044	397	82.068	459
82.094	401	82.119	449
82.145	408	82.170	440
82.195	415	82.221	432
82.246	426	82.271	428
82.297	435	82.322	425
82.348	447	82.372	425
82.398	458	82.424	429
82.449	469	82.474	435
82.499	478	82.525	444
82.551	486	82.575	454
82.601	491	82.626	466
82.652	495	82.676	478
82.702	496	82.728	491
82.753	493	82.778	502
82.803	489	82.829	514
82.855	483	82.879	523
82.905	474	82.930	530
82.956	465	82.981	535
83.006	454	83.032	537
83.057	444	83.082	535
83.108	433	83.133	531
83.159	424	83.183	523
83.209	414	83.235	514
83.260	408	83.285	503
83.310	404	83.336	490
83.362	401	83.386	477
83.412	401	83.437	464
83.463	403	83.487	452
83.513	409	83.539	441
83.564	415	83.589	432
83.614	423	83.640	426
83.666	432	83.690	422
83.716	443	83.741	421
83.767	453	83.792	424
83.817	463	83.843	429
83.868	471	83.893	438
83.919	479	83.944	446
83.970	484	83.994	459
84.020	489	84.046	472
84.071	490	84.096	485
84.121	489	84.147	499
84.173	486	84.197	511
84.223	481	84.248	522
84.274	475	84.298	530
84.324	468	84.350	537
84.375	458	84.401	539
84.425	449	84.451	539
84.477	440	84.502	536
84.527	430	84.552	530
84.578	423	84.604	521
84.628	416	84.654	510
84.679	411	84.705	497
84.730	408	84.755	484
84.781	407	84.806	469
84.831	408	84.857	456
84.882	411	84.908	444
84.932	416	84.958	434
84.984	423	85.009	426
85.034	431	85.059	420
85.085	438	85.111	418
85.135	447	85.161	419
85.186	456	85.212	423
85.236	464	85.262	430
85.288	472	85.313	440
85.338	477	85.363	452
85.389	481	85.415	465
85.439	484	85.465	479
85.490	484	85.516	493
85.541	483	85.566	506
85.592	479	85.617	519
85.642	474	85.668	529
85.693	469	85.719	537
85.743	461	85.769	541
85.795	453	85.820	542
85.845	445	85.870	541
85.896	437	85.922	536
85.946	430	85.972	528
85.997	423	86.023	517
86.047	418	86.073	505
86.099	415	86.124	491
86.149	413	86.174	477
86.200	414	86.226	463
86.250	415	86.276	449
86.301	418	86.327	437
86.352	423	86.377	428
86.403	430	86.428	421
86.453	436	86.479	416
86.504	444	86.530	416
86.554	451	86.580	419
86.606	458	86.631	424
86.656	465	86.681	433
86.707	471	86.733	445
86.757	475	86.783	457
86.808	477	86.834	472
86.858	479	86.884	486
86.910	478	86.935	501
86.960	476	86.985	514
87.011	473	87.037	526
87.061	468	87.087	534
87.112	462	87.138	541
87.163	455	87.188	544
87.214	449	87.239	544
87.264	442	87.290	541
87.315	436	87.341	533
87.365	430	87.391	524
87.417	426	87.442	512
87.467	423	87.492	499
87.518	420	87.544	484
87.568	419	87.594	469
87.619	420	87.645	455
87.670	422	87.695	443
87.721	425	87.746	430
87.771	430	87.796	422
87.822	435	87.848	416
87.872	442	87.898	414
87.923	447	87.949	415
87.974	453	87.999	420
88.025	459	88.050	427
88.075	464	88.101	438
88.126	468	88.152	451
88.176	470	88.202	464
88.228	472	88.253	479
88.278	472	88.303	494
88.329	471	88.355	508
88.379	469	88.405	520
88.430	466	88.456	532
88.481	462	88.506	539
88.532	457	88.557	544
88.582	452	88.607	546
88.633	446	88.659	544
88.683	441	88.709	539
88.734	436	88.760	530
88.785	432	88.810	520
88.836	429	88.861	507
88.887	426	88.912	491
88.937	426	88.963	477
88.988	427	89.013	462
89.039	427	89.064	447
89.090	429	89.114	435
89.140	432	89.166	425
89.191	436	89.216	418
89.241	441	89.267	414
89.293	445	89.317	413
89.343	450	89.368	416
89.394	454	89.418	422
89.444	457	89.470	431
89.495	461	89.520	443
89.545	464	89.571	457
89.597	466	89.621	471
89.647	466	89.672	487
89.698	466	89.723	502
89.748	465	89.774	516
89.799	462	89.824	527
89.850	460	89.875	537
89.901	456	89.925	543
89.951	453	89.977	546
90.002	449	90.027	546
90.052	444	90.078	542
90.104	441	90.128	535
90.154	438	90.179	525
90.205	436	90.230	513
90.255	433	90.281	499
90.306	432	90.331	484
90.356	432	90.382	469
90.408	432	90.432	454
90.458	434	90.483	440
90.509	436	90.534	430
90.559	438	90.585	420
90.610	441	90.635	415
90.661	444	90.686	413
90.712	448	90.736	414
90.762	451	90.788	418
90.813	454	90.838	426
90.863	456	90.889	437
90.915	458	90.939	449
90.965	460	90.990	464
91.016	460	91.041	479
91.066	461	91.092	495
91.117	460	91.142	509
91.167	458	91.193	521
91.219	457	91.243	533
91.269	455	91.294	541
91.320	453	91.345	544
91.370	449	91.396	546
91.421	448	91.446	545
91.472	445	91.497	540
91.523	443	91.547	531
91.573	441	91.599	520
91.624	440	91.649	506
91.674	439	91.700	492
91.726	438	91.750	476
91.776	438	91.801	461
91.827	439	91.852	447
91.877	439	91.903	435
91.928	441	91.954	425
91.978	443	92.004	417
92.030	445	92.055	414
92.080	447	92.105	413
92.131	448	92.157	416
92.181	450	92.207	422
92.232	452	92.258	432
92.283	453	92.308	443
92.334	453	92.359	457
92.384	454	92.410	472
92.435	454	92.461	487
92.485	454	92.511	502
92.537	454	92.562	515
92.587	453	92.612	527
92.638	452	92.664	537
92.688	451	92.714	543
92.739	450	92.765	546
92.790	449	92.815	545
92.841	447	92.866	541
92.891	447	92.916	534
92.942	445	92.968	524
92.992	445	93.018	513
93.043	445	93.069	498
93.094	444	93.119	483
93.145	445	93.170	468
93.195	445	93.221	454
93.246	445	93.272	441
93.296	445	93.322	430
93.348	446	93.373	422
93.398	447	93.423	416
93.449	447	93.475	414
93.499	448	93.525	415
93.550	448	93.576	420
93.601	448	93.626	428
93.652	449	93.677	438
93.702	449	93.727	450
93.753	449	93.779	465
93.803	449	93.829	480
93.854	449	93.880	495
93.905	449	93.930	508
93.956	449	93.981	521
94.006	449	94.032	531
94.057	449	94.083	539
94.107	449	94.133	543
94.159	448	94.184	545
94.209	448	94.234	543
94.260	448	94.286	537
94.310	449	94.336	529
94.361	449	94.387	517
94.412	449	94.437	505
94.463	449	94.488	490
94.513	449	94.538	476
94.564	449	94.590	461
94.614	450	94.640	448
94.665	449	94.691	436
94.716	449	94.741	427
94.767	449	94.792	419
94.817	448	94.843	417
94.868	447	94.894	416
94.918	447	94.944	419
94.970	446	94.995	425
95.020	446	95.045	434
95.071	445	95.097	445
95.121	444	95.147	458
95.172	445	95.198	473
95.223	444	95.248	487
95.274	444	95.299	502
95.324	445	95.350	514
95.375	445	95.401	525
95.425	446	95.451	534
95.476	447	95.502	540
95.527	448	95.552	543
95.578	449	95.603	541
95.629	450	95.654	538
95.679	451	95.705	531
95.730	452	95.755	522
95.781	453	95.806	510
95.832	454	95.856	497
95.882	454	95.908	483
95.933	455	95.958	469
95.983	454	96.009	455
96.035	453	96.059	444
96.085	453	96.110	432
96.136	451	96.161	424
96.186	450	96.212	420
96.237	449	96.262	417
96.287	447	96.313	418
96.339	445	96.363	423
96.389	443	96.414	431
96.440	443	96.465	441
96.490	441	96.516	453
96.541	440	96.566	466
96.592	440	96.617	480
96.643	440	96.667	494
96.693	440	96.719	507
96.744	441	96.769	518
96.794	443	96.820	530
96.846	444	96.870	535
96.896	447	96.921	540
96.947	449	96.972	540
96.997	451	97.023	538
97.048	453	97.073	533
97.098	455	97.124	526
97.150	456	97.174	515
97.200	458	97.225	503
97.251	458	97.276	490
97.301	459	97.327	476
97.352	458	97.377	463
97.403	458	97.428	450
97.454	456	97.478	439
97.504	454	97.530	430
97.555	452	97.580	424
97.605	449	97.631	420
97.657	447	97.681	420
97.707	445	97.732	423
97.758	442	97.783	429
97.808	440	97.834	437
97.859	439	97.884	448
97.910	437	97.935	461
97.961	436	97.985	474
98.011	435	98.036	487
98.062	436	98.087	500
98.112	438	98.138	512
98.163	439	98.188	522
98.214	441	98.239	530
98.265	444	98.289	535
98.315	447	98.341	538
98.366	450	98.391	537
98.416	453	98.442	533
98.468	456	98.492	527
98.518	458	98.543	518
98.569	460	98.594	508
98.619	461	98.645	496
98.670	463	98.696	482
98.721	462	98.746	469
98.772	462	98.797	457
98.822	460	98.847	446
98.873	458	98.899	437
98.923	456	98.949	429
98.974	452	99.000	425
99.025	449	99.050	422
99.076	446	99.101	425
99.126	442	99.152	428
99.177	439	99.203	435
99.227	436	99.253	444
99.279	434	99.304	455
99.329	433	99.354	467
99.380	433	99.406	480
99.430	432	99.456	494
99.481	434	99.507	504
99.532	436	99.557	516
99.583	438	99.608	523
99.633	442	99.658	531
99.684	445	99.710	534
99.734	449	99.760	535
99.785	452	99.811	532
99.836	456	99.861	528
99.887	460	99.912	521
99.937	462	99.963	512
99.988	465	100.014	501
