#Creator: pendulumviewEventBuffer
#Creation time: Wed Feb 22 15:33:09 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
15.790	326	15.815	501
15.841	331	15.866	519
15.891	342	15.917	534
15.942	358	15.967	546
15.993	379	16.018	556
16.044	404	16.068	560
16.094	433	16.120	560
16.145	463	16.170	555
16.195	492	16.221	549
16.247	518	16.271	536
16.297	543	16.322	522
16.348	562	16.372	506
16.398	576	16.424	488
16.449	582	16.474	471
16.499	584	16.525	453
16.551	577	16.575	438
16.601	565	16.626	424
16.652	547	16.677	414
16.702	523	16.728	407
16.753	497	16.778	405
16.804	467	16.829	406
16.855	438	16.879	411
16.905	409	16.931	420
16.956	382	16.981	431
17.006	359	17.032	445
17.058	341	17.082	459
17.108	330	17.133	475
17.159	323	17.183	491
17.209	325	17.235	507
17.260	332	17.285	519
17.310	346	17.336	531
17.362	366	17.386	539
17.412	390	17.437	544
17.463	418	17.488	545
17.513	448	17.539	543
17.564	478	17.589	538
17.615	507	17.640	529
17.666	534	17.690	518
17.716	556	17.742	506
17.767	574	17.792	492
17.817	584	17.843	478
17.869	589	17.893	464
17.919	586	17.944	450
17.970	576	17.994	439
18.020	560	18.046	430
18.071	537	18.097	424
18.121	512	18.147	421
18.173	482	18.198	421
18.223	452	18.248	423
18.274	421	18.300	430
18.324	392	18.350	438
18.375	367	18.401	448
18.426	345	18.451	459
18.477	331	18.502	472
18.527	322	18.553	484
18.578	319	18.604	496
18.628	324	18.654	507
18.680	335	18.705	516
18.730	354	18.755	523
18.781	376	18.807	528
18.831	404	18.857	530
18.882	433	18.908	529
18.932	464	18.958	525
18.984	494	19.009	519
19.034	523	19.059	512
19.085	548	19.111	502
19.135	569	19.161	493
19.186	583	19.212	481
19.237	589	19.262	471
19.288	590	19.313	460
19.338	583	19.364	451
19.389	569	19.415	444
19.439	551	19.465	439
19.491	526	19.516	436
19.541	498	19.566	436
19.592	467	19.618	438
19.642	436	19.668	441
19.693	406	19.719	447
19.743	377	19.769	455
19.795	354	19.820	463
19.845	335	19.870	472
19.896	324	19.922	482
19.946	319	19.972	490
19.997	319	20.023	497
20.048	327	20.073	504
20.099	343	20.124	509
20.149	363	20.175	513
20.200	388	20.226	514
20.250	418	20.276	514
20.302	449	20.327	511
20.352	479	20.377	508
20.403	510	20.429	502
20.453	537	20.479	495
20.504	561	20.530	488
20.554	578	20.580	482
20.606	587	20.631	473
20.656	592	20.681	467
20.707	589	20.733	461
20.757	578	20.783	457
20.808	562	20.834	454
20.859	540	20.884	451
20.910	514	20.935	452
20.960	483	20.986	453
21.011	450	21.037	456
21.061	420	21.087	459
21.113	391	21.138	465
21.163	364	21.188	471
21.214	343	21.240	476
21.264	327	21.290	481
21.315	319	21.341	487
21.366	316	21.391	491
21.417	321	21.442	495
21.467	334	21.492	497
21.518	352	21.544	499
21.568	375	21.594	499
21.619	403	21.645	498
21.670	432	21.695	496
21.721	464	21.746	493
21.771	496	21.797	490
21.822	525	21.848	486
21.872	550	21.898	482
21.924	570	21.949	477
21.974	584	21.999	474
22.025	591	22.051	470
22.075	592	22.101	468
22.126	585	22.152	466
22.177	571	22.202	466
22.228	551	22.253	466
22.278	526	22.303	467
22.329	498	22.355	469
22.379	466	22.405	471
22.430	435	22.456	474
22.481	404	22.506	477
22.532	376	22.557	480
22.583	353	22.608	482
22.633	334	22.659	485
22.684	322	22.709	486
22.735	317	22.760	488
22.786	318	22.810	488
22.836	328	22.862	489
22.887	343	22.912	487
22.937	364	22.963	486
22.989	389	23.013	483
23.039	418	23.064	481
23.090	449	23.114	479
23.140	480	23.166	477
23.191	510	23.216	474
23.241	537	23.267	473
23.293	560	23.317	472
23.343	578	23.368	471
23.394	588	23.419	471
23.444	592	23.470	472
23.495	588	23.520	474
23.546	578	23.571	475
23.597	561	23.621	477
23.647	538	23.673	480
23.698	511	23.723	483
23.748	482	23.774	484
23.800	450	23.824	487
23.850	420	23.875	488
23.901	391	23.926	489
23.951	364	23.977	490
24.002	344	24.027	490
24.052	329	24.078	489
24.104	321	24.128	487
24.154	319	24.179	485
24.205	324	24.230	481
24.255	336	24.281	479
24.306	354	24.331	475
24.357	377	24.382	471
24.408	405	24.432	468
24.458	434	24.484	466
24.509	464	24.534	464
24.559	496	24.585	463
24.611	523	24.635	463
24.661	548	24.686	463
24.712	568	24.737	466
24.762	581	24.788	468
24.813	588	24.838	473
24.863	588	24.889	476
24.915	581	24.939	481
24.965	568	24.990	485
25.016	548	25.041	490
25.066	524	25.092	494
25.117	496	25.142	498
25.168	466	25.193	500
25.219	435	25.243	501
25.269	406	25.295	502
25.320	379	25.345	500
25.370	356	25.396	498
25.422	338	25.446	495
25.472	327	25.497	490
25.523	321	25.548	484
25.573	323	25.599	478
25.624	332	25.650	473
25.674	347	25.700	467
25.726	367	25.751	461
25.776	392	25.801	457
25.827	420	25.853	453
25.877	450	25.903	451
25.928	480	25.954	450
25.979	508	26.004	452
26.030	535	26.055	454
26.080	556	26.106	458
26.131	572	26.157	463
26.181	582	26.207	470
26.233	586	26.258	477
26.283	582	26.308	484
26.334	573	26.360	491
26.384	556	26.410	498
26.435	534	26.461	504
26.486	509	26.511	509
26.537	480	26.562	512
26.587	450	26.612	514
26.638	421	26.664	514
26.688	393	26.714	511
26.739	369	26.765	508
26.790	349	26.815	502
26.841	335	26.866	495
26.891	327	26.917	488
26.942	325	26.968	479
26.992	331	27.018	469
27.044	343	27.069	461
27.094	360	27.119	454
27.145	381	27.171	447
27.195	407	27.221	442
27.246	435	27.272	438
27.297	465	27.322	439
27.348	494	27.373	439
27.398	520	27.423	442
27.449	543	27.475	447
27.499	562	27.525	455
27.550	574	27.576	464
27.601	581	27.626	473
27.652	580	27.677	484
27.702	574	27.728	494
27.753	561	27.779	503
27.803	543	27.829	511
27.855	520	27.880	519
27.905	493	27.930	524
27.956	465	27.982	527
28.006	436	28.032	527
28.057	408	28.083	524
28.108	383	28.133	519
28.159	362	28.184	512
28.209	345	28.234	503
28.260	335	28.286	493
28.310	330	28.336	481
28.361	332	28.387	470
28.412	340	28.437	458
28.463	354	28.488	448
28.513	373	28.539	439
28.564	397	28.590	432
28.614	423	28.640	428
28.666	450	28.691	426
28.716	479	28.741	426
28.767	505	28.793	430
28.817	530	28.843	437
28.868	549	28.894	445
28.919	563	28.944	456
28.970	573	28.995	468
29.020	576	29.046	481
29.071	573	29.097	494
29.121	563	29.147	506
29.172	548	29.198	517
29.223	528	29.248	527
29.274	504	29.299	534
29.325	478	29.350	537
29.375	450	29.401	538
29.426	423	29.451	536
29.477	397	29.502	531
29.528	375	29.552	523
29.578	357	29.604	513
29.629	345	29.654	500
29.679	337	29.705	487
29.731	335	29.755	472
29.781	340	29.806	459
29.832	351	29.857	446
29.882	367	29.908	434
29.933	388	29.958	424
29.983	412	30.009	418
30.035	438	30.059	415
30.085	465	30.110	415
30.136	490	30.161	419
30.186	515	30.212	425
30.237	535	30.262	433
30.288	552	30.313	446
30.339	563	30.363	460
30.389	569	30.415	475
30.440	569	30.465	491
30.490	563	30.516	505
30.542	550	30.566	520
30.592	533	30.617	531
30.643	513	30.668	541
30.693	489	30.719	547
30.744	463	30.769	549
30.794	437	30.820	549
30.846	413	30.870	543
30.896	390	30.921	536
30.947	371	30.972	525
30.997	356	31.023	511
31.048	346	31.073	496
31.099	343	31.124	480
31.150	344	31.174	463
31.200	352	31.226	447
31.251	364	31.276	433
31.301	381	31.327	421
31.353	402	31.377	411
31.403	426	31.428	405
31.454	450	31.479	403
31.504	476	31.530	405
31.555	499	31.580	412
31.606	520	31.631	421
31.657	539	31.681	434
31.707	552	31.732	449
31.758	559	31.783	467
31.808	562	31.834	483
31.859	559	31.884	502
31.910	551	31.935	519
31.961	537	31.985	533
32.011	519	32.037	545
32.062	498	32.087	554
32.112	474	32.138	559
32.164	450	32.188	560
32.214	426	32.239	556
32.265	404	32.290	549
32.315	384	32.341	538
32.366	368	32.392	524
32.417	357	32.442	507
32.468	350	32.493	489
32.518	349	32.543	470
32.569	354	32.595	450
32.619	363	32.645	433
32.670	377	32.696	418
32.721	396	32.746	406
32.772	417	32.797	397
32.822	440	32.848	394
32.873	462	32.899	393
32.923	486	32.949	399
32.975	506	33.000	408
33.025	525	33.050	421
33.076	539	33.102	437
33.126	549	33.152	456
33.177	554	33.203	476
33.228	553	33.253	496
33.279	548	33.304	515
33.329	538	33.354	532
33.380	523	33.406	548
33.430	504	33.456	559
33.481	483	33.507	567
33.532	461	33.557	570
33.583	438	33.608	569
33.633	417	33.659	561
33.684	397	33.710	551
33.734	381	33.760	536
33.786	368	33.811	518
33.836	360	33.861	498
33.887	357	33.913	477
33.937	358	33.963	456
33.988	365	34.014	436
34.039	376	34.064	418
34.090	391	34.115	403
34.140	409	34.166	393
34.191	430	34.217	386
34.241	451	34.267	384
34.292	472	34.318	387
34.343	493	34.368	396
34.394	511	34.419	408
34.444	526	34.470	425
34.495	536	34.521	444
34.545	543	34.571	465
34.597	545	34.622	487
34.647	542	34.672	509
34.698	535	34.724	529
34.748	523	34.774	547
34.799	507	34.825	563
34.850	489	34.875	571
34.901	469	34.926	577
34.951	449	34.977	577
35.002	429	35.028	574
35.052	411	35.078	563
35.103	394	35.129	550
35.154	381	35.179	532
35.205	372	35.230	511
35.255	366	35.281	488
35.306	366	35.332	465
35.356	369	35.382	443
35.408	377	35.433	421
35.458	389	35.483	404
35.509	404	35.535	390
35.559	421	35.585	380
35.610	440	35.636	376
35.661	459	35.686	377
35.712	479	35.737	383
35.762	497	35.788	395
35.813	512	35.839	411
35.863	523	35.889	431
35.914	532	35.940	453
35.965	536	35.990	477
36.016	534	36.041	500
36.066	530	36.092	523
36.117	521	36.143	543
36.167	509	36.193	561
36.219	494	36.244	574
36.269	476	36.294	583
36.320	458	36.346	585
36.370	439	36.396	583
36.421	422	36.447	575
36.472	406	36.497	562
36.523	393	36.548	544
36.573	383	36.599	524
36.624	376	36.650	501
36.674	374	36.700	476
36.726	375	36.751	451
36.776	380	36.801	428
36.827	390	36.852	408
36.877	402	36.903	391
36.928	417	36.954	378
36.978	433	37.004	370
37.030	450	37.055	368
37.080	468	37.105	373
37.131	483	37.157	383
37.181	499	37.207	398
37.232	510	37.258	416
37.283	519	37.308	440
37.334	524	37.359	464
37.384	525	37.410	489
37.435	523	37.461	514
37.485	516	37.511	537
37.537	507	37.562	557
37.587	494	37.612	573
37.638	480	37.663	584
37.688	464	37.714	590
37.739	447	37.765	590
37.789	432	37.815	585
37.841	417	37.866	574
37.891	404	37.916	557
37.942	394	37.968	538
37.992	388	38.018	514
38.043	383	38.069	488
38.094	383	38.119	463
38.145	386	38.170	438
38.195	393	38.221	414
38.246	402	38.272	394
38.296	415	38.322	378
38.348	428	38.373	368
38.398	443	38.423	363
38.449	458	38.474	365
38.499	472	38.525	372
38.550	486	38.576	385
38.600	497	38.626	403
38.652	505	38.677	425
38.702	511	38.727	450
38.753	514	38.779	476
38.803	513	38.829	503
38.854	509	38.880	529
38.905	502	38.930	551
38.956	493	38.981	570
39.006	481	39.032	584
39.057	468	39.083	593
39.107	454	39.133	596
39.159	440	39.184	593
39.209	427	39.234	584
39.260	415	39.286	570
39.310	406	39.336	551
39.361	398	39.387	529
39.411	394	39.437	503
39.463	392	39.488	476
39.513	393	39.538	449
39.564	397	39.590	423
39.614	404	39.640	400
39.665	414	39.691	382
39.716	425	39.741	368
39.767	437	39.792	360
39.817	449	39.843	357
39.868	462	39.894	363
39.918	474	39.944	373
39.970	484	39.995	390
40.020	493	40.045	411
40.071	499	40.097	436
40.121	503	40.147	463
40.172	503	40.198	492
40.222	501	40.248	518
40.274	496	40.299	543
40.324	488	40.349	565
40.375	480	40.401	581
40.425	468	40.451	593
40.476	457	40.502	600
40.527	445	40.552	600
40.578	435	40.603	593
40.628	424	40.654	581
40.679	415	40.705	564
40.729	409	40.755	542
40.781	403	40.806	517
40.831	402	40.856	489
40.882	403	40.908	461
40.932	405	40.958	434
40.983	409	41.009	409
41.033	417	41.059	387
41.085	425	41.110	371
41.135	434	41.160	360
41.186	444	41.212	355
41.236	455	41.262	356
41.287	464	41.313	364
41.339	474	41.363	379
41.389	481	41.414	398
41.440	487	41.465	422
41.490	491	41.516	449
41.541	492	41.566	477
41.592	491	41.617	504
41.643	487	41.667	530
41.693	481	41.719	556
41.744	475	41.769	576
41.794	467	41.820	591
41.846	459	41.870	601
41.896	450	41.921	603
41.947	441	41.971	600
41.997	432	42.023	590
42.048	425	42.073	576
42.098	419	42.124	555
42.150	415	42.174	531
42.200	412	42.225	503
42.251	412	42.276	475
42.301	413	42.327	446
42.352	415	42.377	419
42.403	420	42.428	396
42.454	427	42.478	376
42.504	433	42.530	362
42.555	441	42.580	353
42.605	449	42.631	352
42.657	456	42.681	357
42.707	464	42.732	369
42.758	470	42.782	386
42.808	475	42.834	409
42.859	478	42.884	434
42.909	479	42.935	463
42.961	480	42.985	492
43.011	479	43.036	520
43.062	475	43.087	546
43.112	470	43.138	569
43.163	464	43.188	586
43.214	458	43.239	598
43.265	451	43.289	605
43.315	444	43.341	604
43.366	438	43.391	598
43.416	431	43.442	584
43.468	427	43.492	567
43.518	423	43.543	543
43.569	421	43.593	517
43.619	421	43.645	488
43.670	421	43.695	459
43.720	424	43.746	432
43.772	427	43.796	406
43.822	431	43.847	384
43.873	436	43.898	367
43.923	441	43.949	356
43.974	447	43.999	351
44.025	452	44.050	353
44.076	457	44.100	362
44.126	461	44.152	377
44.177	464	44.202	397
44.227	467	44.253	421
44.279	468	44.303	449
44.329	468	44.354	478
44.380	467	44.404	506
44.430	465	44.456	534
44.481	462	44.507	558
44.531	458	44.557	579
44.583	454	44.608	593
44.633	450	44.658	603
44.684	446	44.710	605
44.734	441	44.760	602
44.785	438	44.811	592
44.836	435	44.861	576
44.887	433	44.912	555
44.937	432	44.963	530
44.988	431	45.014	503
45.038	432	45.064	474
45.090	433	45.115	446
45.140	435	45.165	417
45.191	437	45.217	393
45.241	440	45.267	374
45.292	443	45.318	361
45.342	446	45.368	353
45.394	449	45.419	352
45.444	452	45.469	358
45.495	454	45.521	369
45.545	457	45.571	388
45.596	457	45.622	410
45.647	457	45.672	435
45.698	457	45.723	463
45.748	456	45.774	492
45.799	455	45.825	520
45.849	452	45.875	546
45.901	451	45.926	568
45.951	449	45.976	586
46.002	447	46.028	597
46.052	444	46.078	604
46.103	443	46.129	603
46.153	442	46.179	596
46.205	440	46.230	584
46.255	440	46.280	565
46.306	440	46.332	542
46.356	441	46.382	516
46.407	441	46.433	489
46.458	443	46.483	459
46.509	443	46.534	431
46.559	445	46.585	406
46.610	447	46.636	385
46.660	447	46.686	368
46.712	448	46.737	357
46.762	449	46.787	354
46.813	450	46.839	356
46.863	450	46.889	364
46.914	449	46.940	379
46.964	449	46.990	399
47.016	448	47.041	423
47.066	447	47.091	450
47.117	446	47.143	478
47.167	445	47.193	506
47.218	444	47.244	533
47.269	443	47.294	557
47.320	442	47.345	577
47.370	442	47.396	591
47.421	442	47.447	600
47.471	442	47.497	602
47.523	444	47.548	599
47.573	444	47.598	589
47.624	445	47.650	573
47.674	447	47.700	553
47.725	448	47.751	527
47.775	450	47.801	501
47.827	450	47.852	472
47.877	452	47.902	445
47.928	453	47.954	420
47.978	453	48.004	396
48.029	453	48.055	377
48.080	452	48.105	365
48.131	451	48.156	357
48.182	449	48.207	356
48.232	447	48.258	361
48.283	445	48.308	372
48.334	442	48.359	390
48.385	440	48.409	411
48.435	438	48.461	437
48.486	437	48.511	463
48.536	435	48.562	492
48.588	434	48.612	519
48.638	435	48.663	544
48.689	435	48.713	566
48.739	437	48.765	582
48.790	439	48.815	594
48.840	441	48.866	599
48.892	443	48.916	599
48.942	447	48.967	592
48.993	450	49.018	580
49.043	452	49.069	562
49.094	455	49.119	540
49.145	457	49.170	514
49.196	459	49.220	487
49.246	460	49.272	460
49.297	461	49.322	433
49.347	460	49.373	409
49.399	458	49.423	388
49.449	457	49.474	373
49.500	454	49.524	362
49.550	450	49.576	358
49.601	446	49.626	361
49.651	443	49.677	370
49.703	439	49.727	384
49.753	435	49.778	404
49.804	431	49.829	425
49.854	429	49.880	451
49.905	426	49.930	478
49.956	426	49.981	505
50.007	426	50.031	531
50.057	427	50.083	554
50.108	430	50.133	572
50.158	433	50.184	586
50.210	437	50.234	594
50.260	441	50.285	596
50.311	446	50.335	592
50.361	451	50.387	583
50.412	456	50.437	568
50.462	460	50.488	548
50.514	463	50.538	525
50.564	466	50.589	500
50.615	468	50.640	473
50.665	469	50.691	446
50.716	468	50.741	422
50.767	466	50.792	400
50.818	463	50.842	383
50.868	459	50.894	372
50.919	454	50.944	364
50.969	449	50.995	363
51.021	442	51.045	369
51.071	437	51.096	380
51.122	431	51.146	396
51.172	425	51.198	416
51.223	422	51.249	440
51.273	419	51.299	466
51.325	418	51.350	492
51.375	417	51.400	517
51.426	419	51.452	541
51.476	422	51.502	560
51.527	426	51.553	576
51.578	431	51.603	587
51.629	437	51.654	591
51.679	444	51.705	591
51.730	451	51.756	584
51.780	458	51.806	572
51.832	463	51.857	556
51.882	469	51.907	535
51.933	473	51.959	512
51.983	476	52.009	486
52.034	477	52.060	461
52.084	477	52.110	436
52.136	475	52.161	415
52.186	470	52.211	395
52.237	465	52.263	381
52.287	459	52.313	372
52.338	452	52.364	369
52.389	444	52.414	371
52.440	436	52.465	378
52.490	429	52.516	392
52.541	423	52.567	409
52.591	417	52.617	431
52.643	413	52.668	454
52.693	410	52.718	479
52.744	409	52.770	503
52.794	410	52.820	527
52.845	414	52.871	547
52.895	418	52.921	565
52.947	424	52.972	576
52.997	432	53.022	584
53.048	440	53.074	586
53.098	449	53.124	582
53.149	457	53.175	574
53.200	465	53.225	560
53.251	472	53.276	542
53.301	478	53.327	521
53.352	482	53.378	498
53.402	484	53.428	474
53.454	484	53.479	450
53.504	483	53.529	428
53.555	479	53.581	409
53.605	473	53.631	392
53.656	466	53.682	381
53.706	457	53.732	375
53.758	448	53.783	375
53.808	439	53.833	379
53.859	430	53.885	390
53.909	421	53.935	404
53.960	414	53.986	423
54.011	407	54.036	444
54.062	403	54.087	467
54.112	402	54.138	491
54.163	403	54.189	513
54.213	405	54.239	534
54.265	410	54.290	552
54.315	416	54.340	565
54.366	424	54.392	574
54.416	433	54.442	578
54.467	443	54.493	577
54.518	454	54.543	572
54.569	463	54.594	562
54.619	473	54.644	547
54.670	481	54.696	529
54.720	488	54.746	508
54.771	491	54.797	486
54.822	493	54.847	463
54.873	492	54.898	442
54.923	488	54.949	423
54.974	482	55.000	406
55.024	474	55.050	393
55.076	465	55.101	386
55.126	454	55.151	383
55.177	442	55.203	383
55.227	432	55.253	390
55.278	420	55.304	401
55.329	411	55.354	417
55.380	403	55.405	434
55.430	397	55.455	455
55.481	394	55.507	477
55.531	393	55.557	500
55.582	396	55.608	520
55.633	400	55.658	538
55.684	407	55.709	553
55.735	417	55.760	565
55.785	427	55.811	571
55.836	439	55.861	574
55.887	450	55.912	569
55.938	462	55.962	561
55.988	472	56.014	550
56.039	482	56.064	535
56.089	490	56.115	516
56.141	495	56.165	496
56.191	498	56.216	475
56.242	498	56.266	455
56.292	495	56.318	435
56.343	489	56.368	418
56.393	482	56.419	404
56.445	472	56.469	394
56.495	460	56.520	389
56.546	448	56.571	389
56.596	436	56.622	393
56.647	423	56.672	401
56.698	413	56.723	414
56.749	402	56.773	430
56.799	395	56.825	448
56.850	390	56.875	469
56.900	388	56.926	488
56.952	389	56.976	509
57.002	393	57.027	526
57.053	399	57.078	542
57.103	408	57.129	553
57.154	418	57.179	562
57.204	431	57.230	565
57.256	444	57.280	565
57.306	457	57.331	559
57.357	470	57.382	550
57.407	482	57.433	538
57.458	492	57.483	522
57.509	499	57.534	503
57.560	503	57.584	485
57.610	505	57.636	466
57.661	503	57.686	447
57.711	499	57.737	430
57.763	491	57.787	416
57.813	481	57.838	406
57.864	469	57.889	399
57.914	456	57.940	397
57.965	442	57.990	399
58.015	428	58.041	404
58.067	414	58.091	414
58.117	403	58.142	428
58.168	394	58.193	443
58.218	387	58.244	461
58.269	383	58.294	479
58.320	382	58.345	497
58.371	384	58.395	514
58.421	390	58.447	529
58.472	399	58.497	541
58.522	410	58.548	550
58.574	423	58.598	556
58.624	437	58.649	557
58.675	451	58.700	554
58.725	466	58.751	548
58.776	480	58.802	537
58.826	491	58.852	525
58.878	501	58.903	509
58.928	507	58.953	492
58.979	510	59.005	475
59.029	510	59.055	459
59.080	506	59.106	443
59.131	499	59.156	429
59.182	489	59.207	418
59.232	477	59.258	410
59.283	464	59.309	406
59.333	448	59.359	406
59.385	433	59.410	410
59.435	419	59.460	417
59.486	405	59.512	427
59.536	394	59.562	440
59.587	385	59.613	455
59.638	380	59.663	471
59.689	377	59.714	487
59.739	378	59.764	503
59.790	383	59.816	517
59.840	391	59.866	530
59.891	402	59.917	539
59.942	415	59.967	545
59.993	429	60.018	549
60.043	446	60.069	547
60.094	460	60.120	543
60.144	476	60.170	536
60.196	489	60.221	525
60.246	500	60.271	513
60.297	508	60.323	499
60.347	513	60.373	483
60.398	515	60.424	468
60.449	513	60.474	454
60.500	507	60.525	441
60.550	498	60.575	430
60.601	486	60.627	421
60.651	472	60.677	416
60.702	457	60.728	415
60.753	440	60.778	416
60.804	425	60.829	421
60.854	410	60.880	429
60.905	396	60.931	439
60.955	385	60.981	452
61.007	378	61.032	466
61.057	373	61.082	480
61.108	374	61.134	493
61.158	376	61.184	506
61.209	383	61.235	518
61.260	393	61.285	527
61.311	407	61.336	534
61.361	420	61.386	538
61.412	437	61.438	539
