#Creator: pendulumviewEventBuffer
#Creation time: Wed Feb 22 15:33:09 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
12.648	394	12.674	464
12.698	403	12.724	463
12.749	415	12.775	463
12.799	429	12.825	464
12.851	445	12.876	463
12.901	461	12.926	464
12.952	478	12.978	463
13.002	493	13.028	463
13.053	507	13.079	463
13.104	519	13.129	463
13.155	528	13.180	463
13.205	533	13.231	463
13.256	534	13.282	462
13.306	532	13.332	464
13.358	527	13.383	463
13.408	517	13.433	463
13.459	505	13.485	464
13.509	490	13.535	463
13.560	475	13.586	464
13.610	459	13.636	464
13.662	442	13.687	464
13.712	427	13.737	464
13.763	413	13.789	464
13.813	402	13.839	463
13.864	394	13.890	463
13.915	389	13.940	464
13.966	387	13.991	464
14.016	390	14.042	464
14.067	396	14.093	463
14.117	405	14.143	464
14.169	417	14.194	463
14.219	431	14.244	463
14.270	447	14.296	463
14.320	463	14.346	463
14.371	480	14.397	463
14.421	496	14.447	464
14.473	508	14.498	464
14.523	519	14.548	464
14.574	528	14.600	463
14.624	532	14.650	464
14.675	533	14.701	463
14.726	530	14.751	464
14.777	524	14.802	464
14.828	514	14.853	464
14.878	503	14.904	463
14.929	488	14.954	464
14.980	473	15.005	464
