#Creator: pendulumviewEventBuffer
#Creation time: Wed Feb 22 15:33:09 2017
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
85.846	429	85.871	504
85.896	427	85.922	493
85.947	425	85.972	482
85.997	424	86.023	470
86.049	427	86.073	458
86.099	428	86.124	448
86.150	432	86.175	439
86.200	436	86.226	434
86.251	441	86.276	430
86.302	446	86.327	428
86.353	452	86.377	430
86.403	457	86.429	434
86.454	462	86.479	443
86.504	466	86.530	450
86.556	470	86.580	462
86.606	472	86.631	473
86.657	474	86.682	485
86.707	472	86.733	497
86.758	472	86.783	509
86.809	469	86.834	518
86.860	465	86.884	525
86.910	461	86.935	531
86.961	457	86.986	534
87.011	452	87.037	535
87.062	447	87.087	532
87.113	442	87.138	527
87.164	438	87.188	519
87.214	435	87.240	510
87.265	432	87.290	499
87.315	431	87.341	487
87.367	430	87.391	474
87.417	430	87.442	464
87.468	433	87.493	453
87.518	435	87.544	443
87.569	439	87.595	436
87.620	442	87.645	431
87.671	445	87.696	429
87.721	450	87.746	430
87.772	454	87.798	432
87.822	458	87.848	438
87.873	462	87.899	446
87.924	464	87.949	455
87.975	466	88.000	467
88.025	467	88.051	479
88.076	467	88.102	491
88.126	467	88.152	503
88.178	465	88.203	513
88.228	462	88.253	522
88.279	460	88.305	529
88.329	457	88.355	534
88.380	454	88.406	535
88.431	450	88.456	534
88.482	447	88.507	530
88.532	443	88.557	524
88.583	440	88.609	515
88.633	438	88.659	505
88.684	436	88.710	493
88.735	436	88.760	482
88.786	435	88.811	469
88.836	436	88.862	457
88.887	437	88.913	447
88.937	440	88.963	438
88.989	441	89.014	433
89.039	445	89.064	429
89.090	448	89.116	428
89.140	450	89.166	429
89.191	454	89.217	434
89.242	456	89.267	442
89.293	459	89.318	450
89.343	461	89.369	461
89.394	462	89.420	473
89.444	463	89.470	486
89.495	463	89.521	497
89.546	462	89.571	508
89.597	460	89.622	518
89.647	459	89.673	527
89.698	456	89.724	532
89.748	453	89.774	535
89.800	451	89.825	535
89.850	448	89.875	533
89.901	446	89.927	527
89.951	444	89.977	520
