#V[mV]/I[nA]/errore cifre I/errore digit I
#lambda=546/HWHM=6/V0=800mV
2	-0.567	0.001	0.0001
208	-0.327	0.001	0.0001
409	-0.157	0.001	0.0001
607	-0.044	0.001	0.0001
754	-0.003	0.0003	0.000001
800	0.0008	0.00005	0.000001
850	0.0025	0.0005	0.000001
900	0.0033	0.0001	0.000001
1000	0.004	0.0001	0.000001
1201	0.0048	0.0001	0.000001
1398	0.0054	0.0001	0.000001
