#Creator: pendulumdriveEventBuffer
#Creation time: Fri Apr  7 15:31:08 2017
#Time	Pos
#[s]	[au]
8.389	526
8.439	546
8.490	564
8.540	578
8.590	587
8.640	590
8.690	591
8.741	585
8.791	573
8.841	556
8.891	536
8.941	514
8.991	490
9.042	467
9.092	445
9.142	426
9.192	411
9.243	400
9.293	395
9.344	394
9.394	399
9.444	409
9.494	424
9.544	444
9.595	465
9.645	488
9.695	511
9.745	534
9.795	554
9.845	569
9.896	580
9.946	587
9.996	590
10.046	586
10.097	578
10.147	564
10.198	547
10.248	527
10.298	505
10.348	482
10.398	460
10.449	439
10.499	422
10.549	408
10.599	400
10.649	396
10.699	397
10.750	404
10.800	417
10.850	433
10.900	452
10.950	473
11.002	495
11.052	518
11.102	538
11.152	556
11.202	569
11.252	579
11.303	585
11.353	585
11.403	580
11.453	570
11.503	556
11.553	538
11.604	518
11.654	497
11.704	476
11.754	456
11.804	437
11.854	422
11.906	410
11.956	403
12.006	401
12.056	405
12.106	414
12.157	426
12.207	443
12.257	462
12.307	482
12.357	503
12.407	523
12.458	541
12.508	555
12.558	568
12.608	575
12.658	579
12.709	576
12.759	570
12.810	559
12.860	545
12.910	528
12.960	508
13.011	488
13.061	468
13.111	450
13.161	434
13.211	421
13.261	413
13.312	408
13.362	410
13.412	416
13.462	425
13.512	438
13.563	455
13.613	473
13.663	493
13.714	512
13.764	530
13.814	545
13.865	558
13.915	567
13.965	572
14.015	573
14.065	568
14.115	560
14.166	548
14.216	533
14.266	515
14.316	497
14.366	478
14.417	460
14.467	444
14.517	430
14.567	419
14.618	414
14.668	412
14.719	416
14.769	423
14.819	435
14.869	450
14.919	467
14.970	485
15.020	503
15.070	521
15.120	537
15.170	550
15.220	560
15.271	568
15.321	570
15.371	568
15.421	562
15.471	552
15.522	538
15.573	521
15.623	504
15.673	486
15.723	468
15.773	452
15.824	438
15.874	427
15.924	419
15.974	415
16.024	416
16.074	421
16.125	431
16.175	444
16.225	459
16.275	476
16.325	494
16.375	512
16.427	529
16.477	543
16.527	554
16.577	562
16.627	567
16.678	568
16.728	564
16.778	556
16.828	544
16.878	530
16.928	513
16.979	496
17.029	479
17.079	461
17.129	446
17.179	433
17.229	423
17.280	419
17.331	417
17.381	420
17.431	427
17.481	438
17.532	451
17.582	467
17.632	484
17.682	502
17.732	519
17.782	534
17.833	547
17.883	557
17.933	564
17.983	566
18.033	564
18.083	559
18.134	549
18.184	537
18.235	522
18.285	506
18.335	489
18.386	472
18.436	456
18.486	442
18.536	431
18.586	423
18.636	419
18.687	419
18.737	424
18.787	433
18.837	444
18.887	459
18.938	475
18.988	491
19.038	508
19.088	524
19.139	538
19.189	549
19.240	557
19.290	562
19.340	563
19.390	560
19.440	553
19.490	543
19.541	530
19.591	514
19.641	498
19.691	482
19.741	466
19.792	451
19.842	439
19.892	430
19.942	424
19.993	423
20.043	425
20.094	431
20.144	440
20.194	452
20.244	467
20.294	483
20.344	498
20.395	514
20.445	528
20.495	541
20.545	550
20.595	557
20.646	560
20.696	559
20.746	554
20.796	546
20.846	535
20.897	521
20.948	506
20.998	490
21.048	475
21.098	460
21.148	447
21.198	437
21.249	429
21.299	426
21.349	426
21.399	429
21.449	438
21.500	448
21.550	461
21.600	475
21.650	491
21.700	506
21.750	520
21.802	533
21.852	543
21.902	551
21.952	556
22.002	557
22.053	554
22.103	548
22.153	538
22.203	526
22.253	513
22.303	498
22.354	483
22.404	468
22.454	454
22.504	443
22.554	435
22.604	429
22.655	427
22.706	430
22.756	436
22.806	445
22.856	456
22.907	469
22.957	483
23.007	497
23.057	513
23.107	526
23.157	537
23.208	546
23.258	552
23.308	555
23.358	554
23.408	550
23.458	542
23.509	531
23.559	519
23.610	505
23.660	491
23.710	476
23.761	462
23.811	450
23.861	440
23.911	433
23.961	429
24.011	430
24.062	434
24.112	441
24.162	451
24.212	463
24.262	476
24.312	491
24.363	505
24.413	519
24.463	531
24.514	541
24.564	548
24.615	552
24.665	554
24.715	551
24.765	545
24.815	536
24.865	525
24.916	512
24.966	498
25.016	483
25.066	469
25.116	457
25.166	446
25.217	438
25.267	433
25.317	431
25.367	432
25.418	438
25.469	446
25.519	457
25.569	469
25.619	483
25.669	497
25.719	511
25.770	524
25.820	535
25.870	543
25.920	549
25.970	552
26.021	551
26.071	547
26.121	540
26.171	530
26.221	519
26.271	505
26.323	491
26.373	478
26.423	464
26.473	453
26.523	444
26.573	437
26.624	433
26.674	433
26.724	436
26.774	443
26.824	452
26.875	463
26.925	476
26.975	489
27.025	503
27.075	516
27.125	527
27.176	537
27.227	545
27.277	549
27.327	550
27.377	548
27.427	543
27.478	534
27.528	524
27.578	512
27.628	499
27.678	485
27.729	472
27.779	460
27.829	450
27.879	442
27.929	437
27.979	435
28.030	436
28.080	441
28.131	448
28.181	458
28.231	469
28.282	482
28.332	496
28.382	509
28.432	520
28.482	531
28.532	539
28.583	545
28.633	548
28.683	547
28.733	544
28.783	537
28.833	528
28.884	518
28.934	505
28.984	492
29.035	480
29.085	467
29.136	456
29.186	447
29.236	441
29.286	438
29.336	437
29.386	440
29.437	446
29.487	455
29.537	465
29.587	477
29.637	489
29.687	502
29.738	514
29.788	525
29.838	533
29.888	540
29.939	544
29.990	546
30.040	544
30.090	539
30.140	532
30.190	522
30.240	511
30.291	498
30.341	486
30.391	474
30.441	463
30.491	453
30.541	445
30.592	440
30.642	439
30.692	440
30.742	445
30.792	451
30.844	461
30.894	471
30.944	483
30.994	495
31.044	507
31.094	519
31.145	528
31.195	536
31.245	542
31.295	544
31.345	543
31.395	540
31.446	534
31.496	526
31.546	516
31.596	504
31.646	492
31.697	480
31.748	469
31.798	458
31.848	450
31.898	444
31.948	441
31.999	440
32.049	443
32.099	449
32.149	456
32.199	467
32.250	477
32.300	489
32.350	501
32.400	513
32.450	523
32.500	532
32.551	538
32.602	543
32.652	543
32.702	542
32.752	537
32.802	530
32.853	521
32.903	510
32.953	499
33.003	487
33.053	475
33.104	464
33.154	455
33.204	448
33.254	443
33.304	441
33.354	442
33.405	446
33.455	453
33.506	462
33.556	472
33.606	483
33.656	495
33.707	506
33.757	517
33.807	526
33.857	534
33.907	539
33.958	542
34.008	541
34.058	539
34.108	533
34.158	525
34.208	516
34.259	505
34.309	493
34.359	481
34.410	470
34.460	461
34.510	453
34.561	447
34.611	444
34.661	443
34.711	445
34.761	451
34.812	458
34.862	467
34.912	477
34.962	488
35.012	500
35.062	511
35.113	521
35.163	529
35.213	535
35.263	539
35.314	540
35.365	539
35.415	535
35.465	528
35.515	520
35.565	510
35.615	499
