#Creator: pendulumdriveEventBuffer
#Creation time: Fri Apr  7 15:31:08 2017
#Time	Pos
#[s]	[au]
0.050	518
0.100	531
0.151	530
0.201	540
0.252	539
0.302	531
0.352	533
0.402	521
0.452	512
0.502	506
0.553	491
0.603	483
0.653	474
0.703	463
0.753	458
0.804	452
0.854	450
0.904	452
0.954	454
1.004	460
1.055	469
1.106	476
1.156	488
1.206	494
1.256	504
1.306	516
1.356	519
1.407	530
1.457	531
1.507	528
1.557	533
1.607	522
1.658	520
1.708	516
1.758	503
1.808	499
1.858	490
1.908	479
1.960	475
2.010	467
2.060	464
2.110	463
2.160	461
2.211	463
2.261	467
2.311	469
2.361	478
2.411	480
2.461	488
2.512	497
2.562	499
2.612	509
2.662	511
2.712	512
2.762	519
2.813	514
2.864	516
2.914	518
2.964	509
3.014	512
3.065	505
3.115	499
3.165	498
3.215	489
3.265	486
3.315	484
3.366	478
3.416	478
3.466	475
3.516	472
3.566	474
3.616	472
3.667	474
3.717	478
3.768	478
3.818	484
3.868	487
3.919	489
3.969	498
4.019	498
4.069	505
4.119	511
4.169	509
4.220	517
4.270	514
4.320	514
4.370	519
4.420	511
4.470	511
4.521	508
4.571	498
4.621	497
4.672	488
4.722	481
4.773	478
4.823	469
4.873	466
4.923	465
4.973	462
5.023	464
5.074	467
5.124	468
5.174	477
5.224	480
5.274	490
5.324	499
5.375	503
5.425	516
5.475	516
5.525	522
5.576	530
5.627	525
5.677	529
5.727	526
5.777	515
5.827	514
5.877	501
5.928	493
5.978	487
6.028	474
6.078	468
6.128	463
6.179	456
6.229	456
6.279	455
6.329	457
6.379	464
6.429	468
6.481	477
6.531	488
6.581	494
6.631	507
6.681	510
6.731	520
6.782	528
6.832	525
6.882	532
6.932	529
6.982	522
7.033	521
7.083	509
7.133	503
7.183	497
7.233	485
7.283	480
7.334	474
7.385	465
7.435	464
7.485	461
7.535	461
7.585	464
7.636	466
7.686	472
7.736	479
7.786	483
7.836	494
7.887	496
7.937	503
7.987	511
8.037	511
8.087	519
8.137	518
8.188	515
8.238	520
8.289	511
8.339	511
8.389	509
8.440	500
8.490	500
8.540	494
8.590	487
8.640	486
8.690	479
8.741	476
8.791	476
8.841	471
8.891	473
8.941	473
8.991	472
9.042	476
9.092	476
9.142	480
9.193	487
9.243	488
9.294	496
9.344	500
9.394	501
9.444	510
9.494	509
9.544	515
9.595	519
9.645	514
9.695	520
9.745	515
9.795	510
9.845	509
9.896	499
9.946	494
9.996	489
10.046	480
10.097	476
10.148	473
10.198	464
10.248	464
10.298	461
10.348	463
10.398	468
10.449	470
10.499	479
10.549	485
10.599	492
10.649	504
10.699	507
10.750	516
10.800	523
10.850	521
10.900	530
10.950	522
11.002	521
11.052	522
11.102	510
11.152	506
11.202	499
11.252	487
11.303	482
11.353	475
11.403	466
11.453	464
11.503	460
11.553	459
11.604	463
11.654	465
11.704	472
11.754	477
11.804	483
11.855	494
11.906	497
11.956	506
12.006	514
12.056	514
12.106	522
12.157	517
12.207	519
12.257	521
12.307	511
12.357	511
12.408	507
12.458	498
12.508	496
12.558	486
12.608	482
12.658	481
12.709	474
12.760	473
12.810	473
12.860	470
12.910	474
12.960	472
13.011	475
13.061	480
13.111	481
13.161	487
13.211	492
13.262	492
13.312	501
13.362	500
13.412	505
13.462	512
13.512	509
13.563	516
13.613	516
13.664	511
13.714	515
13.764	508
13.814	505
13.865	504
13.915	495
13.965	492
14.015	487
14.065	478
14.116	475
14.166	469
14.216	466
14.266	466
14.316	464
14.366	466
14.417	471
14.467	473
14.517	483
14.568	487
14.618	494
14.668	505
14.719	507
14.769	518
14.819	521
14.869	521
14.919	528
14.970	521
15.020	520
15.070	519
15.120	508
15.170	505
15.220	496
15.271	485
15.321	480
15.371	471
15.421	465
15.472	464
15.523	460
15.573	461
15.623	465
15.673	467
15.723	475
15.773	479
15.824	488
15.874	497
15.924	499
15.974	511
16.024	514
16.074	515
16.125	522
16.175	516
16.225	519
16.275	518
16.325	509
16.377	510
16.427	503
16.477	494
16.527	493
16.577	484
16.627	481
16.678	479
16.728	474
16.778	474
16.828	474
16.878	472
16.928	475
16.979	474
17.029	478
17.079	483
17.129	484
17.179	491
17.230	492
17.281	495
17.331	502
17.381	501
17.431	507
17.481	511
17.532	507
17.582	514
17.632	509
17.682	508
17.732	512
17.782	504
17.833	504
17.883	501
17.933	493
17.983	492
18.033	485
18.084	479
18.134	477
18.185	470
18.235	469
18.285	470
18.335	467
18.386	472
18.436	475
18.486	476
18.536	485
18.586	487
18.636	496
18.687	504
18.737	506
18.787	517
18.837	515
18.887	519
18.938	525
18.988	518
19.038	520
19.089	516
19.139	506
19.189	504
19.240	493
19.290	485
19.340	480
19.390	470
19.440	466
19.491	464
19.541	461
19.591	463
19.641	464
19.691	468
19.741	476
19.792	480
19.842	489
19.892	498
19.942	501
19.993	513
20.043	512
20.094	517
20.144	523
20.194	518
20.244	521
20.294	518
20.345	509
20.395	509
20.445	498
20.495	494
20.545	490
20.595	481
20.646	477
20.696	475
20.746	470
20.796	472
20.847	470
20.897	471
20.948	476
20.998	476
21.048	482
21.098	487
21.148	489
21.199	496
21.249	495
21.299	500
21.349	506
21.399	503
21.449	511
21.500	511
21.550	506
21.600	512
21.650	505
21.700	505
21.752	507
21.802	500
21.852	500
21.902	497
21.952	489
22.002	490
22.053	482
22.103	479
22.153	479
22.203	474
22.253	473
22.303	474
22.354	471
22.404	476
22.454	476
22.504	479
22.554	487
22.604	489
22.656	497
22.706	502
22.756	505
22.806	514
22.856	513
22.907	517
22.957	522
23.007	515
23.057	519
23.107	513
23.157	506
23.208	504
23.258	492
23.308	487
23.358	482
23.408	473
23.459	470
23.509	467
23.560	462
23.610	464
23.660	464
23.710	468
23.761	476
23.811	479
23.861	490
23.911	496
23.961	500
24.011	512
24.062	512
24.112	519
24.162	524
24.212	519
24.262	524
24.313	516
24.363	511
24.413	510
24.464	498
24.514	493
24.564	489
24.615	480
24.665	477
24.715	473
24.765	468
24.815	469
24.865	468
24.916	470
24.966	475
25.016	477
25.066	484
25.116	488
25.167	492
25.217	500
25.267	498
25.317	506
25.368	510
25.418	507
25.469	513
25.519	507
25.569	508
25.619	510
25.669	503
25.720	503
25.770	502
25.820	495
25.870	496
25.920	490
25.970	486
26.021	487
26.071	481
26.121	480
26.171	480
26.221	476
26.272	478
26.323	475
26.373	477
26.423	481
26.473	480
26.523	485
26.574	490
26.624	490
26.674	499
26.724	499
26.774	504
26.824	511
26.875	509
26.925	515
26.975	515
27.025	512
27.075	515
27.125	507
27.177	504
27.227	503
27.277	493
27.327	489
27.377	484
27.428	476
27.478	473
27.528	467
27.578	465
27.628	467
27.678	465
27.729	469
27.779	476
27.829	479
27.879	489
27.929	492
27.979	500
28.030	510
28.081	510
28.131	520
28.181	522
28.231	520
28.282	525
28.332	516
28.382	514
28.432	511
28.482	500
28.532	496
28.583	489
28.633	480
28.683	476
28.733	469
28.783	466
28.833	466
28.884	464
28.934	467
28.985	472
29.035	475
29.085	483
29.136	487
29.186	494
29.236	503
29.286	503
29.336	512
29.386	515
29.437	513
29.487	519
29.537	512
29.587	512
29.637	512
29.688	503
29.738	503
29.788	497
29.838	490
29.889	489
29.939	481
29.990	480
30.040	480
30.090	475
30.140	477
30.190	477
30.240	476
30.291	480
30.341	480
30.391	482
30.441	487
30.491	487
30.542	493
30.592	495
30.642	496
30.692	503
30.743	501
30.793	505
30.844	510
30.894	507
30.944	512
30.994	510
31.044	506
31.094	509
31.145	501
31.195	499
31.245	498
31.295	489
31.345	488
31.396	483
31.446	476
31.496	475
31.546	470
31.596	469
31.647	471
31.698	470
31.748	475
31.798	481
31.848	483
31.898	492
31.948	494
31.999	503
32.049	510
32.099	511
32.149	520
32.199	516
32.250	518
32.300	521
32.350	513
32.400	511
32.450	507
32.500	496
32.552	494
32.602	485
32.652	478
32.702	475
32.752	468
32.803	467
32.853	468
32.903	467
32.953	473
33.003	476
33.053	479
