#Creator: pendulumdriveEventBuffer
#Creation time: Fri Apr  7 15:31:08 2017
#Time	Pos
#[s]	[au]
0.050	487
0.100	486
0.151	487
0.201	473
0.251	477
0.301	470
0.351	459
0.402	459
0.452	451
0.502	444
0.552	444
0.602	435
0.652	440
0.703	439
0.753	436
0.803	445
0.853	449
0.904	452
0.954	464
1.005	464
1.055	479
1.105	486
1.155	486
1.205	499
1.256	494
1.306	505
1.356	508
1.406	494
1.456	503
1.506	496
1.557	484
1.607	482
1.657	467
1.707	461
1.757	453
1.808	438
1.859	437
1.909	431
1.959	422
2.009	425
2.059	427
2.110	426
2.160	435
2.210	436
2.260	452
2.310	463
2.360	468
2.411	486
2.461	487
2.511	505
2.561	512
2.611	507
2.661	521
2.713	518
2.763	509
2.813	512
2.863	491
2.913	492
2.964	481
3.014	460
3.064	456
3.114	443
3.164	427
3.214	423
3.265	411
3.315	411
3.365	413
3.415	411
3.465	421
3.515	431
3.566	436
3.617	455
3.667	462
3.717	483
3.767	497
3.818	498
3.868	520
3.918	524
3.968	526
4.018	533
4.068	518
4.119	525
4.169	515
4.219	491
4.269	490
4.319	473
4.370	454
4.420	443
4.470	424
4.521	416
4.571	407
4.621	398
4.672	399
4.722	402
4.772	402
4.822	416
4.872	424
4.922	445
4.973	461
5.023	472
5.073	497
5.123	509
5.173	520
5.224	537
5.274	527
5.324	547
5.374	545
5.425	530
5.475	531
5.526	513
5.576	498
5.626	484
5.676	456
5.726	446
5.776	428
5.827	409
5.877	399
5.927	392
5.977	384
6.027	386
6.078	388
6.128	400
6.178	414
6.228	425
6.278	450
6.329	467
6.380	487
6.430	511
6.480	514
6.530	543
6.580	551
6.631	549
6.681	561
6.731	547
6.781	547
6.831	536
6.881	506
6.932	499
6.982	477
7.032	450
7.082	433
7.132	418
7.182	392
7.234	383
7.284	373
7.334	371
7.384	374
7.434	378
7.485	393
7.535	415
7.585	428
7.635	454
7.685	469
7.735	502
7.786	521
7.836	533
7.886	557
7.936	545
7.986	573
8.036	573
8.087	554
8.138	557
8.188	539
8.238	511
8.288	498
8.339	467
8.389	445
8.439	424
8.489	398
8.539	383
8.589	372
8.640	360
8.690	358
8.740	367
8.790	368
8.840	388
8.890	404
8.941	431
8.991	456
9.042	479
9.092	510
9.142	518
9.193	554
9.243	568
9.293	563
9.343	584
9.393	579
9.443	565
9.494	563
9.544	528
9.594	522
9.644	496
9.694	460
9.744	441
9.795	415
9.845	388
9.896	373
9.946	359
9.996	348
10.047	351
10.097	354
10.147	367
10.197	386
10.247	403
10.297	432
10.348	454
10.398	489
10.448	517
10.498	529
10.548	564
10.599	573
10.649	581
10.699	593
10.749	569
10.800	583
10.850	567
10.901	531
10.951	522
11.001	493
11.051	461
11.101	437
11.151	406
11.202	384
11.252	367
11.302	352
11.352	345
11.402	347
11.453	346
11.503	363
11.553	381
11.603	405
11.653	432
11.704	455
11.755	493
11.805	518
11.855	541
11.905	569
11.955	565
12.005	594
12.056	596
12.106	580
12.156	587
12.206	562
12.256	542
12.307	522
12.357	483
12.407	464
12.457	434
12.507	402
12.557	381
12.609	365
12.659	345
12.709	342
12.759	343
12.809	347
12.859	362
12.910	378
12.960	405
13.010	434
13.060	464
13.110	497
13.161	515
13.211	553
13.261	572
13.311	577
13.361	599
13.411	590
13.462	595
13.513	588
13.563	556
13.613	549
13.663	521
13.714	482
13.764	459
13.814	427
13.864	396
13.914	375
13.964	356
14.015	343
14.065	338
14.115	337
14.165	345
14.215	369
14.265	377
14.316	408
14.366	431
14.417	469
14.467	499
14.517	519
14.568	556
14.618	553
14.668	591
14.718	600
14.768	583
14.818	599
14.869	584
14.919	559
14.969	545
15.019	504
15.069	482
15.119	452
15.170	416
15.220	393
15.270	370
15.321	348
15.371	339
15.422	351
15.472	330
15.522	345
15.572	361
15.622	383
15.672	411
15.723	437
15.773	476
15.823	495
15.873	534
15.923	561
15.973	564
16.024	596
16.074	598
16.124	595
16.174	599
16.225	564
16.276	567
16.326	540
16.376	496
16.426	478
16.476	445
16.526	409
16.577	386
16.627	362
16.677	341
16.727	334
16.777	331
16.827	333
16.878	346
16.928	360
16.978	387
17.028	413
17.078	448
17.130	481
17.180	503
17.230	543
17.280	565
17.330	579
17.380	602
17.431	586
17.481	607
17.531	598
17.581	566
17.631	563
17.682	530
17.732	497
17.782	472
17.832	431
17.882	406
17.932	378
17.983	353
18.034	337
18.084	332
18.134	322
18.184	331
18.234	344
18.285	364
18.335	392
18.385	417
18.435	456
18.485	485
18.536	514
18.586	550
18.636	557
18.686	595
18.736	604
18.786	593
18.837	610
18.887	593
18.938	577
18.988	560
19.038	514
19.088	498
19.139	465
19.189	426
19.239	399
19.289	373
19.339	344
19.390	332
19.440	326
19.490	323
19.540	330
19.590	344
19.640	365
19.691	398
19.741	422
19.792	461
19.842	484
19.892	527
19.943	555
19.993	570
20.043	600
20.093	602
20.143	607
20.193	611
20.244	579
20.294	582
20.344	555
20.394	511
20.444	493
20.494	457
20.545	420
20.595	392
20.645	363
20.696	340
20.746	327
20.797	321
20.847	320
20.897	335
20.947	338
20.997	367
21.047	395
21.098	431
21.148	465
21.198	490
21.248	533
21.298	554
21.348	586
21.399	605
21.449	595
21.499	618
21.549	610
21.600	588
21.651	582
21.701	546
21.751	519
21.801	490
21.851	446
21.901	419
21.952	388
22.002	357
22.052	336
22.102	341
22.152	312
22.202	318
22.253	329
22.303	343
22.353	370
22.403	398
22.453	433
22.505	463
22.555	502
22.605	535
22.655	553
22.705	591
22.755	604
22.806	605
22.856	619
22.906	581
22.956	603
23.006	579
23.056	536
23.107	520
23.157	485
23.207	444
23.257	416
23.307	383
23.358	352
23.409	334
23.459	322
23.509	315
23.559	319
23.609	325
23.660	344
23.710	371
23.760	402
23.810	437
23.860	463
23.911	507
23.961	536
24.011	560
24.061	593
24.111	588
24.161	619
24.212	619
24.262	596
24.313	601
24.363	573
24.413	540
24.463	517
24.514	474
24.564	446
24.614	413
24.664	378
24.714	352
24.765	335
24.815	317
24.865	316
24.915	323
24.965	326
25.015	347
25.066	374
25.116	406
25.166	439
25.217	469
25.267	510
25.317	528
25.368	572
25.418	594
25.468	593
25.518	619
25.568	612
25.619	607
25.669	600
25.719	558
25.769	545
25.819	514
25.869	472
25.920	444
25.970	411
26.020	376
26.070	351
26.121	332
26.171	318
26.222	316
26.272	318
26.322	328
26.372	351
26.422	372
26.473	408
26.523	434
26.573	478
26.623	510
26.673	533
26.723	574
26.774	585
26.824	607
26.874	619
