#Creator: pendulumdriveEventBuffer
#Creation time: Fri Apr  7 15:31:08 2017
#Time	Pos
#[s]	[au]
11.704	423
11.754	417
11.805	416
11.855	418
11.905	425
11.955	434
12.005	448
12.055	463
12.106	480
12.156	498
12.206	514
12.257	530
12.307	543
12.357	553
12.408	561
12.458	564
12.508	563
12.558	558
12.608	549
12.659	537
12.709	522
12.759	506
12.809	490
12.859	473
12.909	457
12.960	444
13.010	432
13.060	425
13.110	420
13.161	420
13.212	425
13.262	433
13.312	444
13.362	458
13.412	473
13.462	490
13.513	506
13.563	521
13.613	535
13.663	546
13.713	554
13.763	559
13.814	560
13.864	557
13.914	550
13.964	541
14.014	527
14.066	513
14.116	497
14.166	481
14.216	466
14.266	451
14.316	439
14.367	430
14.417	424
14.467	423
14.517	425
14.567	431
14.617	440
14.668	453
14.718	467
14.768	482
14.818	498
14.868	514
14.919	528
14.970	540
15.020	549
15.070	556
15.120	559
15.170	557
15.221	552
15.271	544
15.321	533
15.371	519
15.421	504
15.471	488
15.522	473
15.572	459
15.622	445
15.672	435
15.722	428
15.773	424
15.823	425
15.874	429
15.924	436
15.974	447
16.024	460
16.075	474
16.125	490
16.175	506
16.225	520
16.275	532
16.325	544
16.376	552
16.426	556
16.476	557
16.526	554
16.576	548
16.627	538
16.677	526
16.727	512
16.778	497
16.828	481
16.878	466
16.929	453
16.979	442
17.029	433
17.079	427
17.129	425
17.180	428
17.230	433
17.280	442
17.330	453
17.380	467
17.430	482
17.481	497
17.531	512
17.581	525
17.631	537
17.682	547
17.732	552
17.783	556
17.833	555
17.883	550
17.933	543
17.983	532
18.034	520
18.084	505
18.134	490
18.184	475
18.234	461
18.284	449
18.335	438
18.385	432
18.435	428
18.485	428
18.535	431
18.586	438
18.637	448
18.687	460
18.737	474
18.787	488
18.837	503
18.888	517
18.938	529
18.988	539
19.038	548
19.088	552
19.138	554
19.189	551
19.239	545
19.289	537
19.339	526
19.389	513
19.439	499
19.491	484
19.541	471
19.591	458
19.641	446
19.691	438
19.742	433
19.792	430
19.842	431
19.892	436
19.942	444
19.992	455
20.043	467
20.093	481
20.143	495
20.193	509
20.243	522
20.293	532
20.344	541
20.395	548
20.445	550
20.495	550
20.545	546
20.596	540
20.646	530
20.696	519
20.746	505
20.796	491
20.846	478
20.897	465
20.947	453
20.997	444
21.047	437
21.097	434
21.148	433
21.198	436
21.248	442
21.299	451
21.349	462
21.399	475
21.450	488
21.500	502
21.550	514
21.600	526
21.650	536
21.700	543
21.751	547
21.801	549
21.851	546
21.901	541
21.951	533
22.002	523
22.052	511
22.102	498
22.152	485
22.203	472
22.253	460
22.304	449
22.354	441
22.404	437
22.454	434
22.504	436
22.554	441
22.605	448
22.655	458
22.705	469
22.755	482
22.805	495
22.856	508
22.906	520
22.956	530
23.006	539
23.056	544
23.107	547
23.158	547
23.208	543
23.258	536
23.308	527
23.358	517
23.408	504
23.459	491
23.509	478
23.559	466
23.609	455
23.659	446
23.710	440
23.760	437
23.810	436
23.860	439
23.910	445
23.961	453
24.012	464
24.062	476
24.112	489
24.162	501
24.212	514
24.263	525
24.313	534
24.363	540
24.413	545
24.463	546
24.513	543
24.564	539
24.614	532
24.664	522
24.714	511
24.764	498
24.814	485
24.866	473
24.916	462
24.966	452
25.016	444
25.066	439
25.117	438
25.167	438
25.217	443
25.267	449
25.317	459
25.367	470
25.418	481
25.468	494
25.518	506
25.568	518
25.618	528
25.668	536
25.719	541
25.770	544
25.820	544
25.870	541
25.920	535
25.971	527
26.021	516
26.071	505
26.121	493
26.171	480
26.221	468
26.272	458
26.322	449
26.372	443
26.422	440
26.472	439
26.522	441
26.573	447
26.623	455
26.674	465
26.724	476
26.774	488
26.825	500
26.875	511
26.925	521
26.975	530
27.025	537
27.075	541
27.126	543
27.176	542
27.226	537
27.276	530
27.326	521
27.376	511
27.427	500
27.477	487
27.527	475
27.578	464
27.628	455
27.679	448
27.729	443
27.779	441
27.829	442
27.879	446
27.929	452
27.980	460
28.030	470
28.080	482
28.130	493
28.180	505
28.231	516
28.281	525
28.331	533
28.381	538
28.431	541
28.482	540
28.533	538
28.583	532
28.633	525
28.683	515
28.733	504
28.783	493
28.834	481
28.884	471
28.934	461
28.984	452
29.034	446
29.085	443
29.135	442
29.185	445
29.235	450
29.285	457
29.335	466
29.387	477
29.437	488
29.487	499
29.537	510
29.587	519
29.637	528
29.688	534
29.738	538
29.788	539
29.838	538
29.888	534
29.939	528
29.989	519
30.039	509
30.089	498
30.139	487
30.189	476
30.240	466
30.291	457
30.341	450
30.391	446
30.441	444
30.492	444
30.542	448
30.592	454
30.642	463
30.692	472
30.742	482
30.793	494
30.843	504
30.893	515
30.943	523
30.993	530
31.043	535
31.094	538
31.144	538
31.195	536
31.245	530
31.295	524
31.346	514
31.396	504
31.446	493
31.496	482
31.546	472
31.596	462
31.647	454
31.697	449
31.747	446
31.797	446
31.847	447
31.897	452
31.948	459
31.998	467
32.048	477
32.099	488
32.149	498
32.200	509
32.250	518
32.300	526
32.350	532
32.400	536
32.450	537
32.501	536
32.551	532
32.601	526
32.651	518
32.701	509
32.751	498
32.802	488
32.852	478
32.902	468
32.952	459
33.003	453
33.054	448
33.104	447
33.154	447
33.204	451
33.254	456
33.304	464
33.355	472
33.405	482
33.455	493
33.505	503
33.555	513
33.605	521
33.656	528
33.706	532
33.756	535
33.806	536
33.856	533
33.908	528
33.958	522
34.008	513
34.058	503
34.108	493
34.158	483
34.209	473
34.259	465
34.309	457
34.359	452
34.409	448
34.460	448
34.510	450
34.560	454
34.610	460
34.660	468
34.710	478
34.761	488
34.812	497
34.862	507
34.912	516
34.962	524
35.012	530
35.063	533
35.113	534
35.163	533
35.213	530
35.263	525
35.314	517
35.364	508
35.414	498
35.464	488
35.514	479
35.564	469
35.615	462
35.665	455
35.716	451
35.766	450
35.816	450
35.866	453
35.917	458
35.967	466
36.017	473
36.067	483
36.117	492
36.168	502
36.218	511
36.268	519
36.318	526
36.368	530
36.418	533
36.469	533
36.519	530
36.570	526
36.620	520
36.670	512
36.720	503
36.771	493
36.821	484
36.871	475
36.921	466
36.971	460
37.022	454
37.072	451
37.122	451
37.172	452
37.222	456
37.272	463
37.323	470
37.373	478
37.423	487
37.474	497
37.524	507
37.575	514
37.625	522
37.675	527
37.725	531
37.775	532
37.825	531
37.876	528
37.926	522
37.976	515
38.026	507
38.076	498
38.126	489
38.177	479
38.227	471
38.277	463
38.327	457
38.378	454
38.429	452
38.479	453
38.529	455
38.579	460
38.629	466
38.679	475
38.730	483
38.780	492
38.830	502
38.880	510
38.930	518
38.980	524
39.031	528
39.081	531
39.131	530
39.181	529
39.231	525
39.283	519
39.333	511
39.383	502
39.433	493
39.483	484
39.533	475
39.584	467
39.634	461
39.684	457
39.734	454
39.784	453
39.834	454
39.885	458
39.935	464
39.985	470
40.035	479
40.085	488
40.136	497
40.187	505
40.237	514
40.287	520
40.337	526
40.387	529
40.438	530
40.488	529
40.538	526
40.588	521
40.638	514
40.688	507
40.739	498
40.789	489
40.839	480
40.889	473
40.939	465
40.990	459
41.040	456
41.091	454
41.141	455
41.191	457
41.241	462
41.292	468
41.342	475
41.392	483
41.442	492
41.492	501
41.543	509
41.593	516
41.643	522
41.693	526
41.743	529
41.793	528
41.844	527
41.894	523
41.944	517
41.995	510
42.045	502
42.095	494
42.146	485
42.196	477
42.246	470
42.296	463
42.346	459
42.397	456
42.447	455
42.497	457
42.547	460
42.597	465
42.647	472
42.698	480
42.748	487
42.798	496
42.848	505
42.899	512
42.949	519
43.000	523
43.050	527
43.100	528
43.150	527
43.200	524
43.251	520
43.301	513
43.351	506
43.401	498
43.451	489
43.501	481
43.552	473
43.602	467
43.652	462
43.702	458
43.752	457
43.804	457
43.854	459
43.904	464
43.954	469
44.004	476
44.054	484
44.105	492
44.155	500
44.205	508
44.255	515
