#
# Written by plasduino.diceEventBuffer on Wed Dec 14 16:45:46 2016.
#
# Sample mean = 17.499100, sample standard deviation = 3.850725 (10000 entries)
#
5	3
6	6
7	18
8	50
9	96
10	158
11	258
12	393
13	564
14	702
15	846
16	908
17	1009
18	970
19	956
20	857
21	682
22	500
23	403
24	276
25	168
26	110
27	42
28	14
29	10
30	1
